Nombre,Precio USD,Dirección,M2 Totales,Ambientes,Baños,Tipo,Precio por m2,Rango de precio,Rango de superficie,Densidad ambientes
"INTERNO DOS DORMITORIOS, FRANCIA 2600",45000,Francia 2600,46.7,3.0,1.0,Otro,963.5974304068521,Muy bajo,Chico,0.06423982869379015
VENTA DPTO INTERNO 2 Dorm Y PATIO SECO ESPORA 1800,50000,Espora 1800,47.0,3.0,1.0,Departamento,1063.8297872340424,Bajo,Chico,0.06382978723404255
Venta CASA un dorm en Barrio San Lorenzo,15000,Roque Sáenz Peña 1400,125.0,2.0,1.0,Casa,120.0,Muy bajo,Grande,0.016
Casa en venta en B°Adelina OESTE  Sauce viejo,42000,Calle 9 1900,110.0,4.0,1.0,Casa,381.8181818181818,Muy bajo,Mediano,0.03636363636363636
DPTO 2 DORM PB LAVADERO y COCHERA,69000,Padilla 3300,56.0,4.0,1.0,Departamento,1232.142857142857,Bajo,Chico,0.07142857142857142
"Oportunidad en Barrio Roma: Casa, Depto y Local.",160000,Gobernador Vera 3800,314.0,5.0,3.0,Departamento,509.5541401273885,Alto,Muy grande,0.01592356687898089
Semipiso de dos dormitorios a estrenar CAM 113,165000,Francia 2400,80.0,3.0,2.0,Otro,2062.5,Alto,Mediano,0.0375
Se Vende casa en Santo Tome con local comercial,30000,12 de Septiembre 3800,281.0,5.0,1.0,Casa,106.76156583629893,Muy bajo,Muy grande,0.017793594306049824
VENTA CASA MODERNA 3 DORM. DOBLE COCHERA Y PILETA,168000,Avenida Ángel V. Peñaloza 5900,219.0,6.0,2.0,Casa,767.1232876712329,Alto,Muy grande,0.0273972602739726
Departamento y cochera en venta cerca de Boulevard,60000,Pasaje Maipú 3100,42.0,2.0,1.0,Departamento,1428.5714285714287,Bajo,Chico,0.047619047619047616
VENTA QUINTA 2 DORMITORIOS  C/PILETA APTA CRÉDITO!,79000,Ruta 1 Al Este Por Calle 36 0,110.0,3.0,2.0,Quinta,718.1818181818181,Medio,Mediano,0.02727272727272727
VENDE MAGNÍFICO SEMIPISO CÉNTRICO,160000,Crespo 2600,103.0,4.0,1.0,Otro,1553.3980582524273,Alto,Mediano,0.038834951456310676
AMARRAS CENTER SEMIPISO 3 DORMITORIOS C/VISTA RIO,370000,Amarras Center 4 - Puerto Santa Fe - Sara Pinasco de Julierac 1700,140.0,5.0,2.0,Otro,2642.8571428571427,Alto,Grande,0.03571428571428571
VENTA!!!!!!! De Excelente Propiedad En B. Candioti,168000,Domingo Silva 1300,266.0,7.0,2.0,Otro,631.578947368421,Alto,Muy grande,0.02631578947368421
"Casa 2 Dormitorios, Local y Patio,Zona E.Encendida",65000,Juan Castelli 3700,88.0,5.0,1.0,Casa,738.6363636363636,Bajo,Mediano,0.056818181818181816
"Casa zona norte, 4 ambientes. A remodelar/demoler",23000,Pasaje Alfonso 6400,81.0,4.0,1.0,Casa,283.95061728395063,Muy bajo,Mediano,0.04938271604938271
Casa en venta en Candioti sur,320000,Mitre 3000,297.0,8.0,3.0,Casa,1077.4410774410774,Alto,Muy grande,0.026936026936026935
Gran Opurtunidad departamento JJ.Paso y 1° de Mayo,56000,Juan José Paso 2900,58.73,4.0,1.0,Departamento,953.5160905840287,Bajo,Chico,0.06810829218457348
Departamento a estrenar en Venta CAM 113,110000,Francia 2400,52.0,2.0,1.0,Departamento,2115.3846153846152,Medio,Chico,0.038461538461538464
DUPLEX EN POZO DE 2 DORMITORIOS Y 2 BAÑOS,90000,Castelli 1400,80.0,4.0,1.0,Otro,1125.0,Medio,Mediano,0.05
CASA PLANTA ALTA BARRIO SUR apta credito,149000,Amenábar 2700,140.0,7.0,1.0,Casa,1064.2857142857142,Alto,Grande,0.05
VENTA CONSULTORIO ZONA CENTRO,8000,Eva Peron 2800,9.0,1.0,1.0,Otro,888.8888888888889,Muy bajo,Chico,0.1111111111111111
CABAÑA CON PILETA ARROYO LEYES,56000,Calle 40 0,3009.0,3.0,1.0,Otro,18.610834164174143,Bajo,Muy grande,0.0009970089730807576
Casa con gran potencial en Santo Tomé,68000,Cordoba 2000,315.0,6.0,2.0,Casa,215.87301587301587,Bajo,Muy grande,0.01904761904761905
Venta 8 Hectareas Recreo Sur,120000,Presidente Roca 700,8.0,,,Otro,15000.0,Medio,Chico,
Local Comercial dos plantas,39000,Gerenal Urquiza y Castelli 6600,32.0,,1.0,Local,1218.75,Muy bajo,Chico,
SE VENDE CONSULTORIO EN ESQUINA ESTRATÉGICA,80000,Juan P. Lopez 3400,193.0,8.0,2.0,Otro,414.5077720207254,Medio,Grande,0.04145077720207254
VENTA CASA A REFACCIONAR / DEMOLER EN MARIA SELVA,72000,Pedro de Vega 1800,164.0,4.0,1.0,Casa,439.0243902439024,Bajo,Grande,0.024390243902439025
VENTA DEPARTAMENTO TIPO DUPLEX CON COCHERA,97000,Velez Sarsfield 4700,169.0,3.0,2.0,Departamento,573.9644970414201,Medio,Grande,0.01775147928994083
VENTA CASA A REFACCIONAR O DEMOLER,79000,Alberdi 6300,185.0,3.0,1.0,Casa,427.02702702702703,Medio,Grande,0.016216216216216217
REMAX VENDE CASA DE CATEGORIA EN COLASTINE NORTE,235000,Los Zorzales 5900,311.0,5.0,3.0,Casa,755.6270096463022,Alto,Muy grande,0.01607717041800643
"VENTA CASA 2 DORMIOTORIOS,  JARDIN ZONA NORTE",56000,Beruti 4900,172.0,4.0,2.0,Casa,325.5813953488372,Bajo,Grande,0.023255813953488372
VENDO CASA EN SAN LORENZO 4300 IMPECABLE!!!,69000,San Lorenzo 4300,90.78,4.0,1.0,Casa,760.079312623926,Bajo,Mediano,0.04406256884776382
Se VENDE Fondo De Comercio Av 7 de Marzo 2200,60000,Avenida 7 de Marzo 2200,306.0,,2.0,Otro,196.07843137254903,Bajo,Muy grande,
Casa con ubicación privilegiada,58000,Necochea 4800,108.0,4.0,1.0,Casa,537.0370370370371,Bajo,Mediano,0.037037037037037035
Dpto en venta 2 dormitorios IMPECABLE en el centro,80000,9 de Julio 1900,95.0,4.0,1.0,Departamento,842.1052631578947,Medio,Mediano,0.042105263157894736
SE VENDE CASA A ESTRENAR!!!!,60000,Mosconi 4700,110.0,3.0,2.0,Casa,545.4545454545455,Bajo,Mediano,0.02727272727272727
CASA QUINTA EN VENTA EN SAUCE VIEJO,70000,Algarrobos 0,1287.0,8.0,2.0,Casa,54.39005439005439,Bajo,Muy grande,0.006216006216006216
INTERNO ZONA CENTRO 3 DORM,140000,25 de Mayo 2500,156.0,4.0,2.0,Otro,897.4358974358975,Alto,Grande,0.02564102564102564
Casa en KM 0.5 Colastiné a metros de la ruta.,100000,Corondás y Callejón de los Canillitas 0,501.0,5.0,1.0,Casa,199.6007984031936,Medio,Muy grande,0.00998003992015968
PA. 100 m. Bv Pellegrini y FCJS-UNL,110000,1 de Mayo 3500,109.81,6.0,2.0,Otro,1001.7302613605318,Medio,Mediano,0.05463983243784719
VENTA DE ESPECTACULAR QUINTA EN ARROYO LEYES,120000,Calle 14 y 17 700,142.096,3.0,1.0,Quinta,844.499493300304,Medio,Grande,0.0211124873325076
"CASA DE 2 DORMITORIOS, QUINCHO Y PILETA",70000,Dorrego 6100,190.0,4.0,1.0,Casa,368.42105263157896,Bajo,Grande,0.021052631578947368
"VENTA BARRIO LOS HORNOS, CASA A MODERNIZAR",75000,Saavedra 5800,84.0,4.0,1.0,Casa,892.8571428571429,Bajo,Mediano,0.047619047619047616
Departamento de 1 dormitorio tipo duplex interno,53000,Martín Zapata 1700,56.0,2.0,1.0,Departamento,946.4285714285714,Bajo,Chico,0.03571428571428571
VENTA DEPARTAMENTO 2 DORMITORIOS y COCHERA CENTRO,123000,Eva Perón 2300,59.0,3.0,1.0,Departamento,2084.7457627118642,Medio,Chico,0.05084745762711865
TERRENO INTERNO Y COCHERA EN BARRIO ROMA,32000,La Rioja 3800,24.0,2.0,,Terreno,1333.3333333333333,Muy bajo,Chico,0.08333333333333333
VENTA DPTO 1 DORMORMITORIO CON  AMENITIES,103000,Eva Perón 2900,57.0,2.0,1.0,Departamento,1807.017543859649,Medio,Chico,0.03508771929824561
CASA SUSTENTABLE A ESTRENAR EN RUTA 1 KM 8,55000,Callejon Villalba 9900,390.0,3.0,1.0,Casa,141.02564102564102,Bajo,Muy grande,0.007692307692307693
"Casa con gran terreno y parque, RUTA 1 KM 17",95000,Calle 98 0,875.0,5.0,1.0,Casa,108.57142857142857,Medio,Muy grande,0.005714285714285714
"VENTA DPTO 1 DORM - SOFIA II - PISO 3 ""A""",145200,Rivadavia 2500,66.0,2.0,1.0,Departamento,2200.0,Alto,Mediano,0.030303030303030304
"VENTA SEMI PISO - 2 DORM - SOFIA II - PISO 12 ""A""",259600,Rivadavia 2500,118.0,3.0,2.0,Otro,2200.0,Alto,Grande,0.025423728813559324
"VENTA SEMI PISO - 2 DORM - SOFIA II - PISO 12 ""B""",250800,Rivadavia 2500,114.0,3.0,2.0,Otro,2200.0,Alto,Grande,0.02631578947368421
VENTA PISO EXCLUSIVO - SOFIA II - PISO 13,523600,Rivadavia 2500,238.0,4.0,2.0,Otro,2200.0,Alto,Muy grande,0.01680672268907563
VENTA PISO EXCLUSIVO - SOFIA VII - PISO 19,525000,Bv Galvez 1500,211.0,4.0,2.0,Otro,2488.1516587677725,Alto,Muy grande,0.018957345971563982
"SE VENDE COCHERA SOBRE SAN MARTIN, CENTRO / SUR",17000,San Martín 1800,12.0,,,Cochera,1416.6666666666667,Muy bajo,Chico,
"VENTA SEMIPISO 2 DORM - SOFIA VII - PISO 12 ""A""",300000,Bv Galvez 1500,120.0,3.0,2.0,Otro,2500.0,Alto,Grande,0.025
"VENTA SEMIPISO 2 DORM - SOFIA VII - PISO 4 ""B""",250000,Bv Galvez 1500,100.0,3.0,1.0,Otro,2500.0,Alto,Mediano,0.03
"CASA CON PILETA,  4 DORMITORIOS Y GRAN JARDIN",100000,Los Naranjos 3000,713.0,6.0,2.0,Casa,140.25245441795232,Medio,Muy grande,0.008415147265077139
"VENTA SEMIPISO 2 DORM - SOFIA X - PISO 6 ""A""",350000,Bv Galvez 1400,140.0,3.0,2.0,Otro,2500.0,Alto,Grande,0.02142857142857143
VENTA PISO EXCLUSIVO - SOFIA X - PISO 17,700000,Bv Galvez 1400,280.0,4.0,2.0,Otro,2500.0,Alto,Muy grande,0.014285714285714285
"VENTA DPTO 1 DORM - SOFIA VI - PISO 4 ""B""",132000,4 de Enero 3000,59.47,2.0,1.0,Departamento,2219.6065242979653,Alto,Chico,0.033630401883302505
"VENTA DPTO 2 DORM - SOFIA VI - PISO 5 ""A""",233200,4 de Enero 3000,106.0,3.0,2.0,Departamento,2200.0,Alto,Mediano,0.02830188679245283
VENTA DE COCHERA EDIFICIO PILAY 75,10000,25 de Mayo 2900,11.0,,,Cochera,909.0909090909091,Muy bajo,Chico,
Cochera en Edificio CAMPANARIO XXII Urquiza 3060,14000,Urquiza 3000,12.0,,,Cochera,1166.6666666666667,Muy bajo,Chico,
QUINTA EN ARROYO LEYES CALLE 4,75000,Calle 4 Entre Calle 25 y Calle 27 0,93.0,2.0,1.0,Quinta,806.4516129032259,Bajo,Mediano,0.021505376344086023
"Santo Tomé, Casa en venta de 3 dorm y patio verde!",60000,Pje. Paraná 3800,131.0,4.0,1.0,Casa,458.01526717557255,Bajo,Grande,0.030534351145038167
SE VENDE  DUPLEX 2 DOR Y PATIO PSJ ALFONSO 3000,38000,Pasaje Alfonso 3000,64.0,3.0,1.0,Otro,593.75,Muy bajo,Mediano,0.046875
"VENTA DPTO 1 DORM - SOFIA VI - PISO 16 ""B""",132000,4 de Enero 3000,60.0,2.0,1.0,Departamento,2200.0,Alto,Chico,0.03333333333333333
Cochera en Edificio Campanarios 27 1 de Mayo 3050,10000,1º de Mayo 3000,17.0,,,Cochera,588.2352941176471,Muy bajo,Chico,
VENTA  CASA EN VILLA AÑATI- SAN JOSE DEL RINCON,68000,Luis Leon de los Santos 2500,538.0,4.0,2.0,Casa,126.39405204460967,Bajo,Muy grande,0.007434944237918215
Venta Departamento a Estrenar sobre Bv Pellegrini,130000,Bv. Pellegrini 3100,59.0,2.0,1.0,Departamento,2203.3898305084745,Alto,Chico,0.03389830508474576
Casa en Venta en Barrio 7 Jefes,198000,Diagonal Matturo 700,236.0,7.0,3.0,Casa,838.9830508474577,Alto,Muy grande,0.029661016949152543
Galpón en Venta - Barrio Roma,140000,Lamadrid 2400,389.0,,1.0,Galpón,359.8971722365039,Alto,Muy grande,
"Casa interna, amplia c/ losa, z/ Av. A. del Valle",42000,Juan Larrea 2100,198.0,6.0,2.0,Casa,212.12121212121212,Muy bajo,Grande,0.030303030303030304
Se vende departamento un dormitorio CELESTINO XVI,78000,4 de Enero 2700,58.0,2.0,1.0,Departamento,1344.8275862068965,Medio,Chico,0.034482758620689655
IMPECABLE CASA - SANTO TOME,75900,Pasaje Briggiler 2300,233.0,7.0,1.0,Casa,325.7510729613734,Medio,Muy grande,0.030042918454935622
Departamento zona centro 3 dormitorios,70000,9 de Julio 2900,76.0,4.0,1.0,Departamento,921.0526315789474,Bajo,Mediano,0.05263157894736842
Departamento 2 Dormitorios y cochera zona Centro,160000,Eva Perón 2800,80.0,3.0,1.0,Departamento,2000.0,Alto,Mediano,0.0375
Se vende galpón,38000,Los Chañares 0,131.0,,1.0,Galpón,290.0763358778626,Muy bajo,Grande,
Dpto 2 dorm. 2 baños y cochera s/ Bv. Galvez,220000,Boulevard Gálvez 1400,91.46,3.0,2.0,Departamento,2405.42313579707,Alto,Mediano,0.03280122457905096
VENTA DPTO PILAY 2 DORMITORIOS PARQUE FEDERAL,79000,Belgrano 4700,73.0,3.0,1.0,Departamento,1082.1917808219177,Medio,Mediano,0.0410958904109589
Vendo Quinta en Colastiné,69000,Calle Las Higueras 6400,135.68,4.0,2.0,Quinta,508.54952830188677,Bajo,Grande,0.029481132075471695
Impecable departamento,80000,Lisandro de la Torre 3400,70.0,4.0,1.0,Departamento,1142.857142857143,Medio,Mediano,0.05714285714285714
"Venta, casa al frente a metros de Av. General Paz.",92000,Llerena 1300,144.0,7.0,3.0,Casa,638.8888888888889,Medio,Grande,0.04861111111111111
CASAQUINTA EN VENTA - COLASTINE NORTE,90000,Felipe Caito 4900,293.0,5.0,2.0,Otro,307.1672354948806,Medio,Muy grande,0.017064846416382253
VENTA  BV. TORRE FENIX - FRENTE A UNL DEPTO 2 DORM,250000,Boulevard Pellegrini 2700,89.96,3.0,2.0,Departamento,2779.012894619831,Alto,Mediano,0.03334815473543797
Casa Interna con Pileta - Santa Fe,49900,Bolivia 3600,189.0,3.0,1.0,Casa,264.021164021164,Bajo,Grande,0.015873015873015872
"CASA EN RUTA 1 KM 7,5 LOMAS DE SAN JOSE ( RINCON)",120000,Los Eucaliptus 1800,838.0,4.0,2.0,Casa,143.1980906921241,Medio,Muy grande,0.00477326968973747
QUINTA CON PILETA EN SAUCE VIEJO,65000,Calle 8 0,681.0,5.0,1.0,Quinta,95.44787077826726,Bajo,Muy grande,0.007342143906020558
VENTA CASA EN GUADALUPE,160000,Javier de la Rosa 400,389.0,9.0,3.0,Casa,411.31105398457584,Alto,Muy grande,0.02313624678663239
COCHERA EN VENTA EN P.B.,11000,Hipolito Irigoyen 3100,12.0,,,Cochera,916.6666666666666,Muy bajo,Chico,
VENTA CASA CON GALPÓN,35000,Juan Lavalle 2100,238.0,5.0,1.0,Casa,147.05882352941177,Muy bajo,Muy grande,0.02100840336134454
CASA DE 2 DORMITORIOS,25000,Juan Lavalle 2100,90.0,5.0,1.0,Casa,277.77777777777777,Muy bajo,Mediano,0.05555555555555555
"VENTA QUINTA A° LEYES KM 16.5, 2 DORMITORIOS",80000,Ruta 1 0,84.0,3.0,2.0,Quinta,952.3809523809524,Medio,Mediano,0.03571428571428571
Dúplex de 2 dormitorios sobre Bv Gálvez a la venta,99000,Boulevard Gálvez 1200,54.0,3.0,1.0,Otro,1833.3333333333333,Medio,Chico,0.05555555555555555
VENTA DUPLEX DE 1 DORMITORIO Y 1/2 MUY AMPLIO,165000,Gobernador Vera 3400,76.16,3.0,1.0,Otro,2166.4915966386557,Alto,Mediano,0.03939075630252101
Casa 2 dormitorios en Barrio Guadalupe,150000,Patricio Cullen 7000,156.0,5.0,2.0,Casa,961.5384615384615,Alto,Grande,0.03205128205128205
COCHERA EN VTA EXCELENTE UBICACION 9 DE JULIO 2030,15500,9 de Julio 2000,1641.0,,,Cochera,9.445460085313833,Muy bajo,Muy grande,
"Casa con patio y pileta, apta crédito.",41500,Almaraz 4800,432.0,4.0,2.0,Casa,96.06481481481481,Muy bajo,Muy grande,0.009259259259259259
CASA EN MONTE VERA - GRAN TERRENO !,120000,Calle Buenos Aires 1700,134.32,4.0,1.0,Casa,893.3889219773675,Medio,Grande,0.02977963073257892
Oportunidad única para desarrolladores en Santa Fe,360000,9 de Julio 2100,482.0,10.0,3.0,Otro,746.8879668049792,Alto,Muy grande,0.02074688796680498
Venta casa interna 3 dorm y patio zona Av. Facundo,60000,Padilla 3300,108.0,5.0,2.0,Casa,555.5555555555555,Bajo,Mediano,0.046296296296296294
Departamento en San Martin y Moreno,119000,San Martín 1900,123.0,3.0,2.0,Departamento,967.479674796748,Medio,Grande,0.024390243902439025
GALPÓN + LOCAL EN VENTA,260000,Fray Cayetano Rodríguez 3900,320.0,,3.0,Galpón,812.5,Alto,Muy grande,
Venta casa + depto y local a mts de Av Blas Parera,62000,Don Guanella 4800,242.0,6.0,3.0,Departamento,256.198347107438,Bajo,Muy grande,0.024793388429752067
Departamento en Santo Tome. Sarmiento zona urbana.,30000,Sarmiento 3300,45.0,2.0,1.0,Departamento,666.6666666666666,Muy bajo,Chico,0.044444444444444446
Casa 2 dormitorios con gran terreno.,75000,Moreno 1800,127.0,4.0,1.0,Casa,590.5511811023622,Bajo,Grande,0.031496062992125984
DÚPLEX 2 DORMITORIOS | TERRAZA PRIVADA | GUADALUPE,90000,Piedras 7000,80.6,4.0,1.0,Otro,1116.6253101736972,Medio,Mediano,0.04962779156327544
VENTA PLAN PILAY PV 2 DORMITORIOS,60000,Calle Desconocida  0,73.0,3.0,1.0,Otro,821.917808219178,Bajo,Mediano,0.0410958904109589
SE VENDE CASA EN LLAMBI CAMPBELL,50000,Pje. Calcuta 700,281.0,2.0,1.0,Casa,177.93594306049823,Bajo,Muy grande,0.0071174377224199285
CASA ARROYES LEYES A 50 MTS DEL RIO UBAJAY,70000,Calle Vidal 0,114.33,3.0,1.0,Casa,612.2627481850783,Bajo,Grande,0.026239832065074783
SE VENDE COCHERA CÉNTRICA-EVA PERÓN 2400-STA. FE-,9000,Eva Perón 2400,12.5,,,Cochera,720.0,Muy bajo,Chico,
Casa Quinta en VENTA Kmt 10 Arroyo Leyes,110000,Ricardo Supisiche 5400,202.0,4.0,2.0,Casa,544.5544554455446,Medio,Grande,0.019801980198019802
"SE VENDE CASA 3 DORMITORIOS, 3 DORMITORIOS Y PATIO",50000,Falucho 3800,121.0,4.0,2.0,Casa,413.22314049586777,Bajo,Grande,0.03305785123966942
VENTA PROPIEDAD 3 DORMITORIOS,99000,Montevideo 1400,300.0,2.0,2.0,Otro,330.0,Medio,Muy grande,0.006666666666666667
Oportunidad! Casa en venta zona centro Santo Tomé,75000,Libertad 2100,156.55,5.0,1.0,Casa,479.0801660811242,Bajo,Grande,0.031938677738741615
Casa en venta en zona inmejorable,36000,Castelli 1900,52.01,2.0,1.0,Casa,692.1745818111901,Muy bajo,Chico,0.03845414343395501
Venta casa 2 Dorm. Cochera y patio a mts de Av.,45000,Chiclana 8700,143.0,4.0,1.0,Casa,314.68531468531467,Muy bajo,Grande,0.027972027972027972
VENTA INTERNO DE 2 DORMITORIOS Y PATIO,26000,Pedro Centeno 3800,100.54,4.0,1.0,Otro,258.603540879252,Muy bajo,Mediano,0.03978516013526954
Venta Casa 2 dorm Zona Norte,19000,Pasaje Publico 5700,200.0,3.0,1.0,Casa,95.0,Muy bajo,Grande,0.015
"DEPARTAMENTO INTERNO 3 AMBIENTES C/PATIO, CANDIOTI",75000,República de Siria 3900,64.0,3.0,1.0,Departamento,1171.875,Bajo,Mediano,0.046875
Departamento 1 dormitorio Premium en microcentro.,145000,9 de Julio 2600,65.52,2.0,1.0,Departamento,2213.064713064713,Alto,Mediano,0.030525030525030528
Venta de Galpones en Santo Tomé. Santa Fe,125000,Av Ejercito Argentino 11100,317.0,,1.0,Otro,394.3217665615142,Medio,Muy grande,
Venta Depto Paseo del Molino Entrega Fin 2025,38000,República de Siria 3500,50.0,2.0,1.0,Departamento,760.0,Muy bajo,Chico,0.04
1 dormitorio con cochera.,112000,Lisandro de la Torre 3100,90.0,2.0,1.0,Cochera,1244.4444444444443,Medio,Mediano,0.022222222222222223
VENTA GRAN LOCAL COMERCIAL EN B° CANDIOTI,600000,Boulevard Gálvez 1700,145.0,,2.0,Local,4137.931034482759,Alto,Grande,
CASA 3 DORM . LAS MORAS MONTE VERA,129000,República de Italia 6300,788.0,6.0,1.0,Casa,163.7055837563452,Alto,Muy grande,0.007614213197969543
VENTA DEPARTAMENTO INTERNO EN ZONA CENTRO - SUR,55000,Saavedra 2200,85.44,4.0,1.0,Departamento,643.7265917602997,Bajo,Mediano,0.04681647940074907
Sauce 46 edificio en construcción,117000,1º de Mayo 3100,50.48,2.0,1.0,Otro,2317.7496038034865,Medio,Chico,0.03961965134706815
"Sauce 46 edificio en construcción 2 dor,",192000,1º de Mayo 3100,72.32,3.0,1.0,Otro,2654.8672566371683,Alto,Mediano,0.041482300884955754
Sauce 46 edificio en construcción,125000,1º de Mayo 3100,48.22,2.0,1.0,Otro,2592.285358772294,Medio,Chico,0.0414765657403567
LOCAL COMERCIAL EN BARRIO CONSTITUYENTES,40000,Saavedra 2700,46.0,,1.0,Local,869.5652173913044,Muy bajo,Chico,
Venta Hectareas sobre Au Santa Fe - Rosario,270000,Ruta Nacional 19 S/N,88511.65,,,Otro,3.050445901754176,Alto,Muy grande,
VENTA CASA 4 DORMITORIOS PILETA Y PARQUE COLASTINE,118000,Los Algarrobos 6600,246.0,6.0,2.0,Casa,479.6747967479675,Medio,Muy grande,0.024390243902439025
HERMOSA CASA EN RECREO SUR,45000,Santa Rosa de Lima 0,341.0,6.0,1.0,Casa,131.96480938416423,Muy bajo,Muy grande,0.017595307917888565
Casa y Dpto. 4 Dorm. Z/ Av A del Valle y Galicia,78000,Espora 2300,205.0,6.0,2.0,Departamento,380.4878048780488,Medio,Grande,0.02926829268292683
Se vende Interno único en Barrio Fomento.,69900,9 de Julio 5400,102.0,3.0,1.0,Otro,685.2941176470588,Bajo,Mediano,0.029411764705882353
VENTA DPTO 1 DORM + COCHERA-SAN TOMÁS POZO PILAY,45000,San Tomas Cond. Colibri 0,52.0,2.0,1.0,Departamento,865.3846153846154,Muy bajo,Chico,0.038461538461538464
Casa en venta La Rioja 4200 con cochera y patio,35000,La Rioja 4200,136.0,4.0,1.0,Casa,257.3529411764706,Muy bajo,Grande,0.029411764705882353
CASA  QUINTA  SAUCE VIEJO ZONA BALNEARIO,85000,Calle Presidente Luis Sáenz Peña 1000,470.05,4.0,2.0,Casa,180.83182640144665,Medio,Muy grande,0.008509733007126902
CASA FAMILIAR EN VENTA A MTS DE AV LUJÁN!,95000,Arenales 2500,330.0,4.0,2.0,Casa,287.8787878787879,Medio,Muy grande,0.012121212121212121
EN VENTA - COCHERA  PILAY A ESTRENAR - PISO 1,12000,Belgrano 4700,12.5,,,Cochera,960.0,Muy bajo,Chico,
Venta Casa quinta con pileta Altos del Sauce,75000,Calle Portugal 0,114.0,4.0,1.0,Casa,657.8947368421053,Bajo,Grande,0.03508771929824561
Casa en venta a 100 mts de Av Freyre; con cochera.,140000,Doctor Zavalla 3300,264.0,6.0,2.0,Casa,530.3030303030303,Alto,Muy grande,0.022727272727272728
PILAY ADJUDICADO EN VENTA DE 2 DORM - OPORTUNIDAD,25000,Crespo 3500,90.0,3.0,1.0,Otro,277.77777777777777,Muy bajo,Mediano,0.03333333333333333
CASA SOBRE TERRENO INTERNO SOBRE RUTA 1,18000,"Ruta 1 Km 3,5 0",377.0,1.0,1.0,Casa,47.745358090185675,Muy bajo,Muy grande,0.002652519893899204
Casa en Venta-Zona Norte-Patio-Pileta-Cochera,67000,Pasaje P. de Denis 7100,168.0,5.0,1.0,Casa,398.8095238095238,Bajo,Grande,0.02976190476190476
"CASA moderna, luminosa| 2D y patio| CANDIOTI NORTE",187000,Domingo Silva 1500,150.0,4.0,2.0,Casa,1246.6666666666667,Alto,Grande,0.02666666666666667
Venta dpto. 2 dormitorios y patio boutique,177800,San Lorenzo 2200,147.77,3.0,1.0,Departamento,1203.2212221695877,Alto,Grande,0.020301820396562222
CASA CON PILETA + LOCAL + DOS DEPTOS - B° CANDIOTI,260000,Republica de Siria 3900,261.0,10.0,5.0,Casa,996.1685823754789,Alto,Muy grande,0.038314176245210725
SE VENDE HERMOSA PROPIEDAD,38000,Calle 27 2900,265.0,3.0,1.0,Otro,143.39622641509433,Muy bajo,Muy grande,0.011320754716981131
Venta de mas de Media Ha. en Laguna Paiva con casa,42000,98 0,175.93,3.0,1.0,Casa,238.73131359063262,Muy bajo,Grande,0.01705223668504519
"Propiedad en Venta – Arroyo Leyes, km 21",39500,Km 21 0,90.0,3.0,2.0,Otro,438.8888888888889,Muy bajo,Mediano,0.03333333333333333
Departamento FONAVI 3 dormitorios en Santo Tomé,20000,Calle Hipólito Irigoyen 3900,75.25,4.0,1.0,Departamento,265.78073089700996,Muy bajo,Mediano,0.053156146179401995
CASA BARRIO SUR IMPECABLE con piscina y patio,200000,Saavedra 2400,260.0,4.0,3.0,Casa,769.2307692307693,Alto,Muy grande,0.015384615384615385
GALPON MUY BUENA CONSTRUCCIÓN SAUCE VIEJO,120000,Calle Amapolas 4100,490.0,,1.0,Galpón,244.89795918367346,Medio,Muy grande,
"REMAX VENDE, CASA ESTILO MODERNO, SARGENTO CABRAL.",185000,Mitre 5700,184.0,6.0,2.0,Casa,1005.4347826086956,Alto,Grande,0.03260869565217391
"VENTA - Casa, Santo Tome, Apto Credito",110000,Falucho 4100,803.0,4.0,2.0,Casa,136.986301369863,Medio,Muy grande,0.0049813200498132005
LOTE INTERNO -  GALPON - EXCELENTE UBICACION.,60000,Mitre 5700,214.0,,1.0,Galpón,280.3738317757009,Bajo,Muy grande,
Amplia Casa con pileta. en Zona de Alta Demanda.,190000,Alberdi 6200,244.0,6.0,3.0,Casa,778.688524590164,Alto,Muy grande,0.02459016393442623
SE VENDE COCHERA CUBIERTA - EFID. LATINO 9.,13000,4 de Enero 2900,12.5,,,Cochera,1040.0,Muy bajo,Chico,
¡Venta de Casa Quinta en Arroyo Leyes!,41000,"Rincon Potrero, Ruta 1, Calle 123 100",175.2,3.0,1.0,Casa,234.01826484018267,Muy bajo,Grande,0.01712328767123288
"Casa Colastiné 1355m², a 15min Centro Santa Fe",172000,Calle Matacos 3000,1355.0,4.0,2.0,Casa,126.93726937269372,Alto,Muy grande,0.002952029520295203
VENTA DE COCHERA,5800,Uruguay 3600,8.83,,,Cochera,656.8516421291054,Muy bajo,Chico,
Departamento 1 dormitorio Edif FENIX,145000,Boulevard Pellegrini 2700,51.0,2.0,1.0,Departamento,2843.1372549019607,Alto,Chico,0.0392156862745098
DEPARTAMENTO A ESTRENAR 3 DORMITORIOS TORRE FÉNIX,410000,Boulevard Pellegrini 2700,127.9,5.0,2.0,Departamento,3205.629397967162,Alto,Grande,0.039093041438623924
VENTA DE CASA P.B (PH) COCHERA P/ 2 AUTOS.,70000,Manuel Alberti 2900,80.0,3.0,1.0,Casa,875.0,Bajo,Mediano,0.0375
"Quinta a la venta en ""Lagos del Leyes""",36000,Calle Palma Real 2500,300.0,2.0,1.0,Quinta,120.0,Muy bajo,Muy grande,0.006666666666666667
