Nombre,Precio USD,Dirección,M2 Totales,Ambientes,Baños,Tipo,Precio por m2,Rango de precio,Rango de superficie,Densidad ambientes
CASA EN SANTO TOME 4 AMBIENTES Y PATIO VERDE,49500,Entre Ríos 3100,217.0,4.0,1.0,Casa,228.110599078341,Bajo,Muy grande,0.018433179723502304
AMPLIO DPTO EN VENTA - 1 DORM / BARRIO MA. SELVA,72100,Llerena 2300,48.5,3.0,1.0,Departamento,1486.5979381443299,Bajo,Chico,0.061855670103092786
REMAX VENDE CASA 3 DORMITORIOS Y PATIO EN RECREO,45000,Alfonsina Storni 1500,400.0,4.0,1.0,Casa,112.5,Muy bajo,Muy grande,0.01
Casa Familiar En venta en Muy buena condiciones.,45000,Alberti 3500,134.0,7.0,1.0,Casa,335.82089552238807,Muy bajo,Grande,0.05223880597014925
VENTA DEPTO 2 DORM. EN B° CENTENARIO (GAS NATURAL),14000,Carlos de la Peña 400,60.0,3.0,1.0,Departamento,233.33333333333334,Muy bajo,Chico,0.05
Departamento en VENTA 3 dormitorios pleno Centro,185000,Juan de Garay 2500,140.0,7.0,2.0,Departamento,1321.4285714285713,Alto,Grande,0.05
Santo Tomé Excelente ubicación a metros del puente,155000,Mitre 2200,229.0,4.0,2.0,Otro,676.8558951965066,Alto,Muy grande,0.017467248908296942
casa en San Jose del Rincón,27000,Luis Leon de los Santos y Seguí 0,132.0,3.0,1.0,Casa,204.54545454545453,Muy bajo,Grande,0.022727272727272728
QUINTA A ESTRENAR EN ARROYO LEYES - 3 DORMITORIOS,59000,Las Palmeras 0,150.0,4.0,2.0,Quinta,393.3333333333333,Bajo,Grande,0.02666666666666667
VENTA QUINTA EN ARROYO LEYES - 3 DORMITORIOS,69000,Las Palmeras 0,220.0,5.0,1.0,Quinta,313.6363636363636,Bajo,Muy grande,0.022727272727272728
Celestino VIII. Dpto de 2 dorm y 2 baños. Centro.,125000,1º de Mayo 2000,80.0,4.0,2.0,Departamento,1562.5,Medio,Mediano,0.05
VENTA LOCAL EN RIO ARRIBA WORK CENTER,69000,Vighetti Esq Rosaura Schweizer 2200,39.0,,1.0,Local,1769.2307692307693,Bajo,Chico,
Venta de terreno. Monte Vera,42000,Calle Desconocida  S/N,2.715,,,Terreno,15469.61325966851,Muy bajo,Chico,
SE VENDE CASA A REFACCIONAR CON GRÁN TERRENO!!,110000,Gaboto 2400,574.49,3.0,2.0,Casa,191.47417709620706,Medio,Muy grande,0.005222023011714738
VENTA DPTO 3 DORM-PLANTA BAJA-FONAVI CENTENARIO,20000,Fonavi Centenario Manz 0,65.0,4.0,1.0,Departamento,307.6923076923077,Muy bajo,Mediano,0.06153846153846154
Plan Pilay de un Dormitorio con cochera en VENTA,25000,Entre Boulevares 0,55.0,2.0,1.0,Cochera,454.54545454545456,Muy bajo,Chico,0.03636363636363636
Departamento dos dormitorios en venta a estrenar,88000,4 de Enero 3700,75.0,3.0,1.0,Departamento,1173.3333333333333,Medio,Mediano,0.04
Interno planta baja con Patio en Candioti.,65000,Alberdi 4100,49.02,3.0,1.0,Otro,1325.9893920848633,Bajo,Chico,0.06119951040391677
Venta PH en barrio Candioti Sur. Interno 2 dormit,80000,Gobernador Candioti 2100,63.0,3.0,1.0,Otro,1269.8412698412699,Medio,Mediano,0.047619047619047616
Venta de oficina en zona céntrica por ascensor,15000,Primera Junta 2500,25.0,,,Oficina,600.0,Muy bajo,Chico,
VENTA DE TERRENO  EN COLASTINE  PILETA Y QUINCHO,40000,Calle Las Cina Cinas 0,450.0,,,Terreno,88.88888888888889,Muy bajo,Muy grande,
Venta interno con cochera entre Boulevares,118000,Saavedra 2400,132.0,4.0,1.0,Cochera,893.939393939394,Medio,Grande,0.030303030303030304
Casa quinta con gran terreno y piscina Sauce Viejo,65000,Sgto. Cabral y Glicinas 0,200.0,2.0,1.0,Casa,325.0,Bajo,Grande,0.01
VENTA 1 dormitorio PALACIO PELLEGRINI GRAN VISTA,145000,Boulevard Pellegrini 2400,53.6,2.0,1.0,Otro,2705.223880597015,Alto,Chico,0.03731343283582089
SE VENDEN LOCALES COMERCIALES - SANTO TOMÉ,33500,Sarmiento 3400,169.0,,1.0,Otro,198.22485207100593,Muy bajo,Grande,
TACUARI 7870. Casa sobre gran terreno.,110000,Tacuarí 7800,390.0,3.0,1.0,Casa,282.05128205128204,Medio,Muy grande,0.007692307692307693
VENTA CASA 2 DORM Y GRAN PATIO - LA ESMERALDA,45000,Las Heras 9400,292.0,4.0,1.0,Casa,154.1095890410959,Muy bajo,Muy grande,0.0136986301369863
DEPARTAMENTO 2 DORMITORIOS + COCHERA,85000,Espora 800,72.0,3.0,1.0,Departamento,1180.5555555555557,Medio,Mediano,0.041666666666666664
SE VENDE GALPÓN - E. ZEBALLOS,170000,Dr. Estanislao Zeballos 4400,346.0,,1.0,Galpón,491.32947976878614,Alto,Muy grande,
Casa Moderna de 2 dormitorios y pileta en Arroyo L,93000,Los Cítricos y Las Torcazas 0 0,285.0,3.0,2.0,Casa,326.3157894736842,Medio,Muy grande,0.010526315789473684
Plan Pilay Avanzado de Dos Dormitorios en VENTA,45000,Entre Boulevares. 0,75.0,3.0,1.0,Otro,600.0,Muy bajo,Mediano,0.04
"Venta casa en Santa Fe, Belgrano 7700",120000,Belgrano 7700,203.49,6.0,1.0,Casa,589.7095680377414,Medio,Grande,0.029485478401887068
"CASA CON IMPORTANTE TERRENO, FACUNDO ZUVIRIA",39000,San Lorenzo 7400,500.0,4.0,1.0,Casa,78.0,Muy bajo,Muy grande,0.008
Cochera en Venta en Zavalla 2833.,15000,Doctor Zavalla 2800,15.0,,,Cochera,1000.0,Muy bajo,Chico,
Departamento de 1 dormitorio,64000,Doctor Zavalla 2800,66.0,2.0,1.0,Departamento,969.6969696969697,Bajo,Mediano,0.030303030303030304
VENTA COCHERA EN TORRE SAKURA SOBRE BOULEVARD,23100,Boulevard Pellegrini 2800,12.0,,,Cochera,1925.0,Muy bajo,Chico,
VENTA TORRE SAKURA-EN POZO-S/BOULEVARD-DPTO 1 DORM,97700,Boulevard Pellegrini 2800,46.35,2.0,1.0,Departamento,2107.8748651564183,Medio,Chico,0.04314994606256742
VENTA TORRE SAKURA-EN POZO-S/BOULEVARD-DPTO 1 DORM,102700,Boulevard Pellegrini 2800,46.1,2.0,1.0,Departamento,2227.765726681128,Medio,Chico,0.04338394793926247
VENTA TORRE SAKURA-EN POZO-S/BOULEVARD-DPTO 2 DORM,218700,Boulevard Pellegrini 2800,80.12,3.0,2.0,Departamento,2729.6555167249126,Alto,Mediano,0.03744383424862706
Departamento un dormitorio. EXCELENTE UBICACION,62000,1º de Mayo 1600,46.0,2.0,1.0,Departamento,1347.8260869565217,Bajo,Chico,0.043478260869565216
SE VENDE CASA SOBRE J. J. PASO 3800,35000,J J Paso 3800,164.0,4.0,1.0,Casa,213.41463414634146,Muy bajo,Grande,0.024390243902439025
Venta Amplio Dpto. 2 Dorm + Cochera individual,85000,Juan del Campillo 3100,100.0,4.0,1.0,Departamento,850.0,Medio,Mediano,0.04
RE/MAX VENDE CASA EN  SANTO TOMÉ CON PATIO.,48000,Pasaje Rosario 1800,200.0,3.0,1.0,Casa,240.0,Muy bajo,Grande,0.015
Venta Casa de 2 dorm. en Sauce Viejo con pileta,80000,Los Aromos 2000,689.0,3.0,2.0,Casa,116.11030478955007,Medio,Muy grande,0.0043541364296081275
VENTA CASA A ESTRENAR CON PILETA EN SAUCE,37500,Calle 16 3600,313.0,3.0,1.0,Casa,119.80830670926518,Muy bajo,Muy grande,0.009584664536741214
VENTA DEPARTAMENTO 1 DORM. CANDIOTI SUR EN POZO,90000,Necochea 2800,53.0,2.0,1.0,Departamento,1698.1132075471698,Medio,Chico,0.03773584905660377
VENTA casa de 4 dormitorios + dpto en el norte,45000,Saavedra 8200,97.0,6.0,2.0,Departamento,463.91752577319585,Muy bajo,Mediano,0.061855670103092786
CASA EN VENTA CON QUINCHO Y PILETA EN SAUCE VIEJO,125000,Ruta Nacional 11 y Gral. Ramirez 0,1240.0,3.0,2.0,Casa,100.80645161290323,Medio,Muy grande,0.0024193548387096775
Casa interna en macrocentro,85000,4 de Enero 2400,142.0,4.0,2.0,Casa,598.5915492957746,Medio,Grande,0.028169014084507043
DEPTO 2 DORM TERRAZA PROPIA Y COCHERA ZONA CENTRO,179000,25 de Mayo 2300,135.0,6.0,2.0,Departamento,1325.9259259259259,Alto,Grande,0.044444444444444446
Venta Monoambiente Céntrico,53000,San Martín 1600,27.76,1.0,1.0,Otro,1909.2219020172909,Bajo,Chico,0.03602305475504323
Casa en venta de 2 dormis y2 cocheras en Guadalupe,79000,Hernandarias 500,171.0,5.0,2.0,Casa,461.98830409356725,Medio,Grande,0.029239766081871343
Se vende Planta Baja de 2 dormitorio y cochera,50000,Domingo Silva 3300,121.0,4.0,2.0,Cochera,413.22314049586777,Bajo,Grande,0.03305785123966942
Venta lote c/dptos y habitac. 50 m  de Blas Parera,55000,Estrada 5600,238.0,,1.0,Otro,231.0924369747899,Bajo,Muy grande,
CASA EN CONTRUCCION CON GRAN TERRENO,38000,Calle los Curupies Esq Las Torcazas 0,80.0,3.0,1.0,Casa,475.0,Muy bajo,Mediano,0.0375
Terreno de 892 m2 sobre Av. Richieri,40000,Avenida Richieri 3800,895.0,4.0,1.0,Terreno,44.6927374301676,Muy bajo,Muy grande,0.004469273743016759
Se vende departamento interno  de dos D. - M Selva,50000,Necochea 6600,53.64,4.0,1.0,Departamento,932.1401938851603,Bajo,Chico,0.07457121551081282
DEPARTAMENTO DE UN DORMITORIO CENTRO SANTO TOME,48000,Obispo Gelabert 1800,44.4,2.0,1.0,Departamento,1081.081081081081,Muy bajo,Chico,0.04504504504504505
CASA CON LOCAL COMERCIAL. OPORTUNIDAD!!!,37000,Juan José Paso 1100,351.0,4.0,1.0,Casa,105.41310541310541,Muy bajo,Muy grande,0.011396011396011397
SE VENDE CASA QUINTA DE 3 DORMITORIOS CON PILETA,95000,Sauces y Violetas 0,151.0,4.0,2.0,Casa,629.1390728476821,Medio,Grande,0.026490066225165563
VENTA DEPARTAMENTOS INTERNOS EN PLANTA BAJA Y ALTA,72000,Guemes 4800,163.0,7.0,3.0,Otro,441.7177914110429,Bajo,Grande,0.04294478527607362
Venta Cochera Sembrando VIII,18000,Rivadavia 3100,12.42,,,Cochera,1449.2753623188405,Muy bajo,Chico,
MITRE 2468 SANTO TOMÉ - SE VENDE CASA + DPTO,80000,Mitre 2400,285.0,7.0,2.0,Departamento,280.70175438596493,Medio,Muy grande,0.02456140350877193
SE VENDE DEPARTAMENTO,50000,J. de Dios Mena 1600,38.0,2.0,1.0,Departamento,1315.7894736842106,Bajo,Chico,0.05263157894736842
VENTA CASA 2 DORMITORIOS Y COCHERA SANTO TOME,58000,Castelli 3500,200.0,3.0,1.0,Casa,290.0,Bajo,Grande,0.015
Casa en Sauce Viejo,42000,Glisinas 0,78.0,3.0,1.0,Casa,538.4615384615385,Muy bajo,Mediano,0.038461538461538464
Venta de Galpón/Local de calidad a estrenar!!!,85000,Estanislao Zeballos 2700,97.0,,1.0,Galpón,876.2886597938144,Medio,Mediano,
CASA DE CATEGORIA EN RECREO A METROS DE R11 Y RP70,135000,Pablo Vi 800,254.0,7.0,4.0,Casa,531.496062992126,Alto,Muy grande,0.027559055118110236
Casa en planta alta con quincho en barrio Recoleta,125000,9 de Julio 3400,101.0,5.0,1.0,Casa,1237.6237623762377,Medio,Mediano,0.04950495049504951
Venta casa en Aires del Llano,410000,Barrio 3 - Manzana 5 - Lote 10 3500,349.0,7.0,4.0,Casa,1174.785100286533,Alto,Muy grande,0.02005730659025788
Casa en Santo Tomé en venta,59000,López y Planes 3200,123.6,4.0,2.0,Casa,477.3462783171521,Bajo,Grande,0.03236245954692557
VENTA CASA QUINTA ARROYO LEYES,70000,Boulevard Las Palmeras 0,83.23,3.0,1.0,Casa,841.0428931875525,Bajo,Mediano,0.03604469542232368
VENTA ! Quinta Jardines de la Costa 800 mt terreno,90000,Calle 15 0,148.0,3.0,1.0,Terreno,608.1081081081081,Medio,Grande,0.02027027027027027
"Casa en esquina, de dos dorm, jardin y pileta.",48000,25 de Mayo 1200,142.0,3.0,1.0,Casa,338.0281690140845,Muy bajo,Grande,0.02112676056338028
Casa en Santo Tome,25000,Tomás Lubary 2700,70.0,3.0,1.0,Casa,357.14285714285717,Muy bajo,Mediano,0.04285714285714286
"Casa en Villa California, km 5 1/2",125000,Callejon Tranquilo 2700,195.0,5.0,2.0,Casa,641.025641025641,Medio,Grande,0.02564102564102564
SE VENDE DEPTO DE 2 DORM. EN B° CONSTITUYENTES!,125000,Suipacha 3200,69.1,3.0,2.0,Departamento,1808.9725036179452,Medio,Mediano,0.043415340086830685
SE VENDE DPTO. DE 2 DORM. C/COCHERA EN BARRIO SUR!,165000,Monseñor Zazpe 3200,91.73,3.0,2.0,Departamento,1798.7572222827864,Alto,Mediano,0.03270467676877793
Esquina estratégica sobre av Freyre!,85000,Avenida Gobernador Freyre 1700,76.22,3.0,1.0,Otro,1115.1928627656782,Medio,Mediano,0.039359748097612175
VENTA COMPLEJO DE DUPLEX - COLASTINÉ NORTE,200000,Mocoretaes 5800,355.0,6.0,2.0,Otro,563.3802816901408,Alto,Muy grande,0.016901408450704224
Vendo Excelente Planta Alta!!!,85000,Martín Zapata 2500,115.64,4.0,1.0,Otro,735.0397786233137,Medio,Grande,0.03459010722933241
Venta de 2 Casas con Local sobre Urquiza y Mendoza,160000,Urquiza 2200,318.0,5.0,4.0,Local,503.1446540880503,Alto,Muy grande,0.015723270440251572
SE VENDE LOCAL IDEAL OFI/CONSULTORIO M. ZASPE 3300,45000,Monseñor Zazpe 3300,39.0,,1.0,Local,1153.8461538461538,Muy bajo,Chico,
VENTA. Dpto. de un dormitorio en Amarras torre 3,115000,Calle 1º de Enero 0,61.48,2.0,1.0,Departamento,1870.5270006506182,Medio,Mediano,0.03253090435914119
Venta Cochera c/ Baulera  B° Centro,14000,Saavedra 2000,20.0,,,Cochera,700.0,Muy bajo,Chico,
Venta de casa 2 dormitorios con patio Seco.,48000,Saavedra 6200,81.0,4.0,1.0,Casa,592.5925925925926,Muy bajo,Mediano,0.04938271604938271
HERMOSA CASA/QUINTA EN ARROYO LEYES,75000,Calle 44 Arroyo Leyes 0,125.0,4.0,2.0,Casa,600.0,Bajo,Grande,0.032
DUPLEX 2 DORMITORIOS,52000,Alsina 4000,75.0,3.0,1.0,Otro,693.3333333333334,Bajo,Mediano,0.04
"GRAN TERRENO, PISCINA Y CASA/QUINCHO A REFACCIONAR",67000,Calle 0,290.0,1.0,1.0,Casa,231.0344827586207,Bajo,Muy grande,0.0034482758620689655
GRAN TERRENO CON PILETA DE NATACION (QUINCHO),52000,Calle 0,290.0,1.0,1.0,Terreno,179.31034482758622,Bajo,Muy grande,0.0034482758620689655
OPORTUNIDAD EN SAUCE VIEJO 2 DORM. A TERMINAR,30000,"25 de Mayo 1179, Sauce Viejo, Santa Fe 1100",85.0,3.0,1.0,Otro,352.94117647058823,Muy bajo,Mediano,0.03529411764705882
OPORTUNIDAD ZONA NORTE,25000,Azcuénaga 5400,85.0,3.0,1.0,Otro,294.11764705882354,Muy bajo,Mediano,0.03529411764705882
Casa 3 dormit. con patio a la venta - Guadalupe,95000,Pasaje Sastre 800,147.0,4.0,2.0,Casa,646.2585034013606,Medio,Grande,0.027210884353741496
TERRAZAS ALEM VENTA DPTO. 3 DORM CON VISTA AL RIO,270000,Avenida Alem 3200,145.0,4.0,3.0,Departamento,1862.0689655172414,Alto,Grande,0.027586206896551724
VENTA LOCAL COMERCIAL Y COCHERAS SANTA FE,35000,Misiones 3000,260.0,,,Local,134.6153846153846,Muy bajo,Muy grande,
VENTA DEPARTAMENTO 1 A ESTRENAR SANTO TOME,55000,Macia 2000,48.0,2.0,1.0,Departamento,1145.8333333333333,Bajo,Chico,0.041666666666666664
VENTA CASA EN SANTO TOME OPORTUNIDAD!!,19500,12 de Septiembre 3100,217.0,3.0,1.0,Casa,89.86175115207374,Muy bajo,Muy grande,0.013824884792626729
CASA EN VENTA SAUCE VIEJO,75000,Estados Unidos 1700,131.0,4.0,1.0,Casa,572.5190839694657,Bajo,Grande,0.030534351145038167
Departamento de un dormitorio Frente a la FIQ,80000,1° de Mayo 3200,45.0,2.0,1.0,Departamento,1777.7777777777778,Medio,Chico,0.044444444444444446
VENTA–AMPLIO LOTE CON PROPIEDAD A MODERNIZAR.,40000,Arroyo Leyes 100,174.0,4.0,1.0,Otro,229.88505747126436,Muy bajo,Grande,0.022988505747126436
PLANTA BAJA A REFACCIONAR EN CANDIOTI NORTE,50000,Córdoba 1200,101.0,7.0,2.0,Otro,495.0495049504951,Bajo,Mediano,0.06930693069306931
DEPARTAMENTO 1 DORMITORIO Bº CANDIOTI FINANCIADO,90500,Alvear 3700,56.0,2.0,1.0,Departamento,1616.0714285714287,Medio,Chico,0.03571428571428571
"VENTA CASA DE CATEGORIA EN GUADALUPE, DEFENSA 7000",280000,Defensa 7000,250.0,8.0,4.0,Casa,1120.0,Alto,Muy grande,0.032
SE VENDE CASA EN SANTO TOME!!,67000,Arenales 2400,303.0,4.0,1.0,Casa,221.12211221122112,Bajo,Muy grande,0.013201320132013201
"Casa Quinta Colastiné, 2 Dorm., 4 ambientes.",38000,Calle los Guayacanes 0,127.0,4.0,1.0,Casa,299.21259842519686,Muy bajo,Grande,0.031496062992125984
Casa a la Venta en el corazón de Villa California,95000,Los Pinos 1600,150.0,4.0,2.0,Casa,633.3333333333334,Medio,Grande,0.02666666666666667
Casa con Gran Parque y pileta en la ciudad-,130000,Llerena 2900,176.43,4.0,2.0,Casa,736.8361389786318,Alto,Grande,0.022671881199342516
DEPARTAMENTO 3 DORM. A 50M DE AV. ARISTOBULO-VENTA,58000,Castelli 2300,68.28,5.0,1.0,Departamento,849.4434680726421,Bajo,Mediano,0.07322788517867604
Casa Quinta en Venta con Terreno de 1280m²,103000,Calle los Benteveos 2100,153.0,3.0,1.0,Casa,673.2026143790849,Medio,Grande,0.0196078431372549
SE VENDE CASA EN SAN JOSÉ DEL RINCÓN!!!,69000,Brigadier Lopez 2000,113.0,4.0,3.0,Casa,610.6194690265487,Bajo,Grande,0.035398230088495575
CASA EN VENTA FINCAS DEL RINCON,180000,Estrada Bello 100,899.0,4.0,2.0,Casa,200.22246941045606,Alto,Muy grande,0.004449388209121246
Venta casa en Sauce Viejo,20000,Calle 15 1900,63.0,2.0,1.0,Casa,317.46031746031747,Muy bajo,Mediano,0.031746031746031744
VENTA CASA MODERNA EN BARRIO CANDIOTI.,360000,República de Siria 3700,306.0,7.0,3.0,Casa,1176.4705882352941,Alto,Muy grande,0.02287581699346405
VENTA QUINTA GRAN TERRENO ARROYO LEYES,69000,Calle 16 100,110.0,3.0,1.0,Terreno,627.2727272727273,Bajo,Mediano,0.02727272727272727
Venta Casa con Gran Patio - Excelente Ubicación,129000,Cristobal Colon 2000,135.0,4.0,1.0,Casa,955.5555555555555,Alto,Grande,0.02962962962962963
Venta Casa con 2 dormitorios y cochera,38000,Juan Díaz de Solís 5500,162.0,3.0,1.0,Casa,234.5679012345679,Muy bajo,Grande,0.018518518518518517
DEPARTAMENTO 2 DORMITORIOS BARRIO SARGENTO CABRAL,63000,Alvear y Ruperto Godoy 5600,56.0,3.0,1.0,Departamento,1125.0,Bajo,Chico,0.05357142857142857
COCHERA A METROS DE BV PELLEGRINI,14000,9 de Julio 3400,12.5,,,Cochera,1120.0,Muy bajo,Chico,
VENTA CASA EN ZONA GORRITI Y FACUNDO ZUVIRIA,21000,Berutti 3500,258.0,4.0,1.0,Casa,81.3953488372093,Muy bajo,Muy grande,0.015503875968992248
VENTA SALÓN COMERCIAL,300000,Presidente Julio A. Roca 3100,402.61,,1.0,Salón,745.1379747149847,Alto,Muy grande,
SE VENDE CASA EN SANTO TOME APTA A CREDITO,105000,Oroño 2300,144.83,7.0,1.0,Casa,724.9879168680521,Medio,Grande,0.04833252779120348
"Depto. 2 Dorm, piso 8 al Frente, balcón+Cochera",120000,Saavedra 2000,88.0,3.0,1.0,Departamento,1363.6363636363637,Medio,Mediano,0.03409090909090909
CASA A ESTRENAR EN GUADALUPE,73000,Padre Genesio 1200,108.0,3.0,2.0,Casa,675.925925925926,Bajo,Mediano,0.027777777777777776
Se Vende PH calle san juan 1200,57500,San Juan 1200,335.0,5.0,2.0,Otro,171.6417910447761,Bajo,Muy grande,0.014925373134328358
Departamento en la peatonal de 1 dormitorio,57000,San Martin 1800,38.0,2.0,1.0,Departamento,1500.0,Bajo,Chico,0.05263157894736842
Se vende departamento de 3 dormitorios mas cochera,120000,Juan de Garay 2800,84.0,4.0,1.0,Departamento,1428.5714285714287,Medio,Mediano,0.047619047619047616
Venta casa sobre Calle Roverano Santo Tome,45000,Roverano 3100,53.0,2.0,1.0,Casa,849.0566037735849,Muy bajo,Chico,0.03773584905660377
VENTA DPTO DE 2 DORMITORIOS Y BALCÓN AL FRENTE,71100,Pasaje Ingenieros 4900,54.68,3.0,1.0,Departamento,1300.2926115581565,Bajo,Chico,0.0548646671543526
"Casa 2 dormitorios, cochera, patio en Recreo",68000,Calle Presbitero Martínez 1000,261.0,5.0,1.0,Casa,260.53639846743295,Bajo,Muy grande,0.019157088122605363
Casa Santo Tome Apta Crédito,55000,12 de Septiembre 1100,408.72,4.0,2.0,Casa,134.56645136034447,Bajo,Muy grande,0.009786651008025053
VENTA CASA INTERNA 3 DORMITORIOS,45000,Gobernador Freyre 6400,140.0,4.0,1.0,Casa,321.42857142857144,Muy bajo,Grande,0.02857142857142857
DPTO 1 DORMITORIO A ESTRENAR,65000,Urquiza 1000,55.65,2.0,1.0,Departamento,1168.0143755615454,Bajo,Chico,0.03593890386343217
SE VENDE CASA EN ESQUINA SANTO TOME,57000,Jose Macias 2500,105.0,3.0,1.0,Casa,542.8571428571429,Bajo,Mediano,0.02857142857142857
Venta de local comercial y casa en Nelson,70000,Avda Santa Fe y Aragon 100,350.0,,1.0,Casa,200.0,Bajo,Muy grande,
DPTO PLANTA BAJA 2 DORMITORIOS,49500,Gaboto 2000,61.0,3.0,1.0,Departamento,811.4754098360655,Bajo,Chico,0.04918032786885246
DPTO PLANTA BAJA,49500,Gaboto 2400,61.0,3.0,1.0,Departamento,811.4754098360655,Bajo,Chico,0.04918032786885246
Casa en Venta en barrio Candioti Norte,150000,Alberdi 4400,159.0,6.0,2.0,Casa,943.3962264150944,Alto,Grande,0.03773584905660377
SE VENDE PROPIEDAD  A METROS DE AZCUENAGA,48000,Pelegrini 3000,201.0,4.0,1.0,Otro,238.80597014925374,Muy bajo,Grande,0.01990049751243781
Venta Casa con Gran Terreno Ideal Inversores,45000,Juan Díaz de Solís 5600,270.0,5.0,1.0,Casa,166.66666666666666,Muy bajo,Muy grande,0.018518518518518517
VENTA INMUEBLE C 6 DEPARTAMENTOS: IDEAL INVERSION!,65000,Estanislao Zeballos 3000,151.0,1.0,6.0,Otro,430.4635761589404,Bajo,Grande,0.006622516556291391
CASA A REMODELAR CON GRAN TERRENO GUADALUPE ESTE,320000,Espora 400,400.0,12.0,5.0,Casa,800.0,Alto,Muy grande,0.03
CASA QUINTA COLASTINE SUR. A 5 MIN. DE SANTA FE,85000,Bohanes 100,110.0,5.0,1.0,Casa,772.7272727272727,Medio,Mediano,0.045454545454545456
Venta de Galpon en Nelson,25000,Aragon 100,210.0,,1.0,Galpón,119.04761904761905,Muy bajo,Muy grande,
VENTA DPTO 2 DORMITORIOS IDEAL PARA INVERSIÓN,53000,Obispo Boneo 2600,58.25,6.0,1.0,Departamento,909.8712446351931,Bajo,Chico,0.10300429184549356
VENTA PILAY ADJUD. 2 DORM PARQUE FEDERAL PARA 2025,45000,Calle Desconocida  0,69.0,6.0,1.0,Otro,652.1739130434783,Muy bajo,Mediano,0.08695652173913043
VENTA LOFT ZONA CENTRO,72000,Irigoyen Freyre 2200,44.3,1.0,1.0,Otro,1625.2821670428896,Bajo,Chico,0.022573363431151242
VENTA DPTO 1 DORMITORIO ZONA CENTRO,95900,Irigoyen Freyre 2200,51.8,2.0,1.0,Departamento,1851.3513513513515,Medio,Chico,0.03861003861003861
VENTA DPTO 1 DORMITORIO ZONA CENTRO,86310,Irigoyen Freyre 2200,51.8,2.0,1.0,Departamento,1666.2162162162163,Medio,Chico,0.03861003861003861
DTO DE UN DORMITORIO CON COCHERA EN GUADALUPE,65000,Regimiento 12 de Infanteria 200,50.0,2.0,1.0,Departamento,1300.0,Bajo,Chico,0.04
SE VENDE CASA 2 DORMITORIOS - BARRIO LA ESMERALDA,65000,Alfonsina Storni 2900,419.7,6.0,1.0,Casa,154.87252799618776,Bajo,Muy grande,0.014295925661186561
CAMPO AGRÍCOLA EN MONTE VERA,110000,Calle Desconocida  S/N,8.57,,,Campo,12835.472578763127,Medio,Chico,
Departamento 3 dormitorios Barrio Candioti,185500,Alvear 3700,96.72,4.0,2.0,Departamento,1917.9073614557485,Alto,Mediano,0.0413564929693962
OPORTUNIDAD DEPARTAMENTO UN DORMITORIO MACROCENTRO,49000,Catamarca 3300,36.58,3.0,1.0,Departamento,1339.5297977036632,Bajo,Chico,0.08201202843083652
Departamento 2 dormitorios Unidad Funcional 1,49500,Gaboto 2400,73.97,3.0,1.0,Departamento,669.1902122482087,Bajo,Mediano,0.0405569825604975
Casa  interna de 2 dorm  + Monoambiente,63000,Córdoba 3100,214.6,5.0,2.0,Casa,293.569431500466,Bajo,Muy grande,0.023299161230195712
REMAX VENDE CASA QUINTA EN SAUCE VIEJO,30000,Azopardo 1000,85.0,4.0,1.0,Casa,352.94117647058823,Muy bajo,Mediano,0.047058823529411764
"CELESTINO XVIII, SEMI-PISO 2 DORM Y COCHERA.",130000,Güemes 3200,81.59,3.0,2.0,Cochera,1593.3325162397352,Alto,Mediano,0.03676921191322466
CASA CON HERMOSO TERRENO PARQUIZADO,30000,Callee N 18 y Pasaje 45 Bis 3000,283.0,2.0,1.0,Casa,106.00706713780919,Muy bajo,Muy grande,0.007067137809187279
Se vende quinta en Sauce Viejo,46000,Calle Ceibos 1300,350.0,3.0,1.0,Quinta,131.42857142857142,Muy bajo,Muy grande,0.008571428571428572
SE VENDE DEPTO 2 DORM ENTRE AVENIDAS SANTA FE,65000,San Lorenzo 2400,54.0,3.0,1.0,Departamento,1203.7037037037037,Bajo,Chico,0.05555555555555555
Se vende Plan Pilay Adjudicado.,24900,Saavedra 2000,50.0,2.0,1.0,Otro,498.0,Muy bajo,Chico,0.04
Departamento 1 dormitorio Edif FENIX,175000,Boulevard Pellegrini 2700,40.4,2.0,1.0,Departamento,4331.683168316832,Alto,Chico,0.04950495049504951
Departamento de 2 dormitorios y cochera,220000,Boulevard Pellegrini 2700,81.0,4.0,2.0,Departamento,2716.0493827160494,Alto,Mediano,0.04938271604938271
Casa amplia en Santo Tomé,67000,Houssay 3100,180.0,6.0,2.0,Casa,372.22222222222223,Bajo,Grande,0.03333333333333333
Venta departamento 2 dormitorios impecable!!!,70000,Monseñor Zazpe 3200,52.67,3.0,1.0,Departamento,1329.0298082399847,Bajo,Chico,0.056958420353142206
"DEPARTAMENTO DE UN 1 DORMITORIO, COCHERA Y PATIO",40000,Necochea 5900,57.0,2.0,1.0,Departamento,701.7543859649123,Muy bajo,Chico,0.03508771929824561
Casa en Venta  Barrio Guadalupe,72000,Italia 7500,127.71,4.0,1.0,Casa,563.7773079633545,Bajo,Grande,0.0313209615535197
EN VENTA DPTO INTERNO PLANTA ALTA PLENO CENTRO,69000,Eva Perón 2600,70.0,3.0,1.0,Departamento,985.7142857142857,Bajo,Mediano,0.04285714285714286
