Nombre,Precio USD,Dirección,M2 Totales,Ambientes,Baños
Se vende depto. 1 dorm con vista al río | Centro,125.000,Sara Faisal 1800,61.32,2,1
TERRENO EN VENTA - ARROYO LEYES,24.500,N°7 Entre los Citricos y Azahar de Monte S/N,,,
VENTA DE CASA EN ZONA CENTRO,Solicitar precio,1º de Mayo 2800,251.83,7,2
Venta de Plan de Ahorro PILAY,39.000,Santa Fe 0,75,2,1
Venta mono ambiente sobre Av. Freyre Santa Fe,45.000,Avenida Freyre 1700,28,1,1
SE VENDE Casa en COLASTINE con parque de 2819m2,140.000,Calle Las Moras S/n 0,161,3,1
SE VENDE HERMOSA CASA EN BARRIO SUR,Solicitar precio,4 de Enero 1400,171,6,3
TERRENO EN SAN JOSE DEL RINCON (VILLA CALIFORNIA),39.800,Los Grillos 2200,,,
COCHERA EN VENTA AMARRAS,25.000,Sara Pinasco de Julierac 1700,12,,
VENTA PLAN PILAY PJ,29.000,Boulevard Gálvez 100,73,3,1
LOTE BRISAS DEL LUJAN - MALETTI 3100,37.000,Maletti S/N,,,
Venta de Terreno c/ mejoras-B° San José,16.000,Javier de la Rosa 3600,,,
Venta: Casa Grande 6 dormitorios Guadalupe Oeste,Solicitar precio,Las Heras 7300,165,8,2
Cochera en venta en micro centro Santa FE,Solicitar precio,25 de Mayo 2700,12.5,,
PLAN PILAY DE 1 DORMITORIOS EN VENTA,46.000,Entre Bv 0,75,3,1
VENTA TERRENO BRISAS DEL LUJAN,27.000,Mauri 3000,,,
CASA P INVERSION/CANJE/ PJE PUBLICO S/N y ALBERDI,Solicitar precio,Calle Pública 100,200,4,1
Casa Venta 4 dormitorios/ cochera/Barrio Candioti,200.000,Guemes 4000,237,6,3
SE VENDE DEPARTAMENTO DE 3 DORMITORIOS ENTRE BV,59.900,Primera Junta 3300,64,3,1
Casa en Venta totalmente renovada en Santo Tomé,65.000,Pasaje Publico 3800,150,3,1
LOTE  - MAURI 3500,16.000,Mauri 3500,,,
SE VENDE COCHERA CENTRO-SUR,12.000,Juan de Garay 2900,12.5,,
VENTA CASA QUINTA C PISCINA EN JARDINES D LA COSTA,60.000,Calle 38 S/n 0,67,4,1
SOFIA IV VENTA OFICINA CÉNTRICA,100.000,La Rioja 2400,82,,1
Casa espaciosa sobre Bv Pellgrini!,240.000,Boulevard Pellegrini 2900,158,5,2
VENTA. Dpto. en pozo 2 dormi y cochera en Candioti,130.000,Necochea 3800,71,3,1
VENTA. Dpto. en pozo de un dormitorio en Candioti,89.000,Necochea 3800,51,2,1
VENTA. Dpto. en pozo 2 dormitorios Barrio Candioti,120.000,Necochea 3800,71,3,1
Venta Casa 4 dormitorios en La Tatenguita,190.000,Colectora Countrys 1900,256.62,5,2
VENTA - DEPARTAMENTO 1 DORMITORIO A ESTRENAR,81.000,Crespo 3200,50.7,2,1
"Venta Casa en obra Llave en mano, Guadalupe",190.000,Ayacucho 500,247,4,2
CASA EN VENTA A METROS DE LA COSTANERA,230.000,Maipú 800,224,4,3
Venta depto. 1 dormitorio a estrenar | Sobre Bv,100.000,Boulevard Pellegrini 2900,54,2,1
CASA A LA VENTA SOBRE AV FREYRE 2800,Solicitar precio,Av. Freyre 2800,405,7,3
VENTA - DEPARTAMENTO 3 DORMITORIOS CON COCHERA,Solicitar precio,Francia 2500,122,4,1
Venta Casa de 4 dormitorios en Aires del Llano,295.000,Barrio 2 0,1000,6,2
VENTA PROPIEDAD CON GALPÓN EN MARIA SELVA,79.000,Ricardo Aldao 1300,189,,1
CASA RACIONALISTA EN ESQUINA - APTO CRÉDITO,150.000,3 de Febrero 3200,161,7,1
Casa de categoria en country El Pinar,Solicitar precio,Colectora Countrys Lote 100,165,5,2
SE VENDE O PERMUTA PROPIEDAD EN ZONA NORTE,Solicitar precio,Padre Genesio 5800,179,4,1
VENTA CASA A REFACCIONAR IDEAL COMERCIO,25.000,Juan Díaz de Solís 6500,198,7,2
VENTA COCHERA CENTRICA A ESTRENAR EDIFICIO DUOMO-,25.000,9 de Julio 2400,12,,
Venta monoambiente moderno amoblado,69.000,Candido Pujato 2800,37,1,1
VENTA LOTE EN PRADERAS 4,25.000,La Plata 3800,,,
VENTA TORRE SAKURA-EN POZO-S/BOULEVARD-DPTO 1 DORM,127.000,Boulevard Pellegrini 2800,80.12,3,2
DEPARTAMENTO A LA VENTA CON COCHERA Y TERRAZA,85.000,Saavedra 2000,62.73,2,1
CASA DE CATEGORIA EN GUADALUPE RESIDENCIAL,Solicitar precio,Echague 7400,342,7,4
Venta Cochera Edificio Latino 5,12.000,9 de Julio 3300,12.59,,
CASA EN VENTA EN BARRIO CONQUISTADORES,47.000,Ituzaingo 900,272,3,2
Venta amplia cochera cubierta en Eva Perón 2300,7.000,Eva Perón 2300,17.5,,
Venta cochera cubierta en Eva Perón 2300,7.000,Eva Perón 2300,17.5,,
Venta cochera amplia en 9 de julio 2000,12.500,9 de Julio 2000,17.5,,
VENTA DPTO LAS FLORE II,23.000,Regimiento 12 de Infantería 4500,61,5,1
IMPORTANTE TERRENO EN LAGUNA PAIVA,10.500,Carlos Montenegro S/N,,,
Terreno en venta,40.000,Milicias Rinconeras S/N,,,
Venta casa a refaccionar 3 de Febrero 3400,Solicitar precio,3 de Febrero 3400,190,4,1
DEPARTAMENTO SAN MARTIN 1660 DE DOS DORMITORIOS,130.000,San Martín 1600,68,3,1
Venta 2 dormit. en A. Center. Vista única !!,225.000,Sara Pinasco de Julierac 1700,81,3,2
Casa con gran terreno en Barrio Roma,73.000,Juan de Garay 4000,320,5,1
Se vende propiedad de categoría - Santo Tome,250.000,12 de Septiembre 2300,450,4,3
"Rancho en ""Paraje la costa"" Monte Vera",34.000,S/nombre 0,90,4,1
VENTA DPTO 1 DORM. EN CONSTRUCCIÓN EN B. FOMENTO,60.480,Luciano Torrent 3100,39.6,2,1
SE VENDE CASA CON GRAN TERRENO SOBRE RICHIERI,Solicitar precio,Richieri 3800,711,3,1
EDIFICIO A TERMINAR 6 DEPARTAMENTOS Y COCHERA,Solicitar precio,Mariano Comas 3300,500.46,,
"Se VENDE departamento, 3 dormitorios",56.000,Diagonal Hipólito Irigoyen 900,76,5,1
Casa de 3 Dorm. cochera y patio en Bº Santa Marta,19.500,Santa Cruz 6100,132,4,1
Casa a demoler a 5 cuadras de Bv Pellegrini,40.000,Padre Catena 4000,135,8,2
"Casa a refaccionar con gran terreno 8,40x 54 mts.",Solicitar precio,9 de Julio 1100,250,1,2
SE VENDEN 2.759.4 HA SOBRE RUTA,60.000,Ruta 2 Km 0,,,
SE VENDE CABAÑA PARAJE LOS ZAPALLOS,Solicitar precio,Mandube 0,300,2,1
DPTO DE 1 DORMITORIO ZONA MACROCENTRO,78.000,Salvador Caputto 3400,47.13,2,1
Cabaña en Vta-Localidad Constituyente- Arroyo Agui,35.000,Calle E 0,90,2,1
Departamento sobre peatonal en venta,74.000,San Martín 2500,50,2,1
"VENTA COCHERA EN TORRE PILAY ""SAN JERÓNIMO 69""",16.000,9 de Julio 2200,12.5,,
VENTA LOTE EN SAUCE VIEJO,9.000,Calle 57 S/N,,,
"CASA 3 DORMITORIOS, COCHERA Y PATIO VERDE",Solicitar precio,Luciano Torrent 2000,228,6,2
Depto de 1 dormitorio Alberdi casi Alem,65.000,Alberdi 2700,46,2,1
CASA DE ESTILO EN VILLA CALIFORNIA,220.000,Los Duendes 100,214,6,3
VENTA IMPORTANTE TERRENO A CUADRAS PLAZA PRINCIPAL,50.000,Calle Presbitero Martínez 1100,,,
VENTA DE HERMOSO LOTE EN COUNTRY EL PINAR,98.000,Colectora Countrys S/N,,,
Casa 2/3 dorm. - Coch. y Patio - Br. Ma Selva,72.000,Las Heras 6000,143,4,1
CASA EN SANTO TOMÉ CON EXCELENTE UBICACIÓN,120.000,Gob Iriondo 2800,155,5,2
Terreno en venta zona en desarrollo Santo Tomé,16.000,Chapeaurouge 1900,,,
"VENDE - TERRENO 202,5 MTS BARRIO SANTA RITA",18.500,Calle Sin Nombre - Mzna 9100,,,
GALPÓN A LA VENTA EN EXCELENTE UBICACIÓN,235.000,Paraguay 2500,386.09,,1
Casa 3 dorm. en Excelente estado - Br. Sgto Cabral,152.000,Marcial Candioti 5600,190,5,2
Casa en Santo Tomé zona SAMCO,45.000,Vélez Sarsfield 3600,120,4,1
Se vende Cochera en Bv Center 4° piso N° 84,23.000,San Martín 3500,15.5,,
Se vende Cochera en Bv Center 4° piso N° 83,23.000,San Martín 3500,15.5,,
Se vende conjunto de lotes sobre circunvalación,Solicitar precio,Calle Desconocida  S/N,,,
Propiedad Apta Credito en  Santo Tome,55.000,Obispo Gelabert 3500,228,4,2
CASA INTERNA UNICA A LA VENTA,49.000,Artigas 3600,314,5,1
CASA A LA VENTA SOBRE AVENIDA FREYRE,Solicitar precio,Avenida Freyre 2700,262,6,2
Se vende casa con pileta en Recreo Sur,Solicitar precio,Los Aromos 400,150,5,1
Se vende lote oportunidad en Sauce viejo,16.000,Calle Mejico 2000,,,
PILAY  Entregado con posesión,23.000,9 de Julio 2200,60,3,1
"Venta - Lote en barrio cerrado en Ruta 1, Rincón",29.900,Calle Camino Real Santa Rosa S/N,,,
Venta Casa de 4 dormitorios en Maria Selva,120.000,Hernandarias 2000,129,7,2
Venta Plan Pilay sin adjudicar 1 dormitorio,25.000,Rivadavia 3000,47,2,1
SE VENDE DTO DOS DORMITORIOS IDEAL INVERSORES,15.000,Fo.na.vi. Centenario 0,65,4,1
GRAN TERRENO CON QUINCHO Y PILETA-ARROYO LEYES,Solicitar precio,Los Cisnes 1100,825,1,2
VENTA CASA EN COLASTINÉ,190.000,Calle Zuinandi 5800,363.3,7,3
"Casa con cochera apta a crédito, Barrio Los Hornos",39.000,San Lorenzo 5600,98,5,1
VENTA TERRENO LAGOS DEL LEYES - ARROYO LEYES,13.000,Ruta Provincial 1 100,,,
VENTA TERRENO LAGOS DEL LEYES - ARROYO LEYES,13.000,Ruta Provincial 1 100,,,
SE VENDE TERRENO  SAUCE VIEJO PUEBLO,Solicitar precio,Roque Saenz Peña 9900,,,
SE VENDE CASA 3 DORM LAVAISSE4400 LOTE DE 345M2,68.000,Lavaisse 4400,311,4,1
"Casa en Venta Zona Granja Esmeralda, gran terreno",48.000,Alfonsina Storni 2900,238,4,1
VENTA PLAN PILAY 2 DORMITORIOS SIN ADJUDICAR,47.000,Entre Bulevares 3000,75,3,1
VENTA DE TERRENO EN LOS MOLINOS,52.000,Campo la María 0,,,
Vivienda a refaccionar o demoler con GRAN TERRENO,140.000,Llerena 2700,,,
Dos Terrenos en Sauce Viejo,49.500,Austria Entre Alemania y Malvinas S/N,,,
"Casa en venta de 2 dorm, cochera y patio c/ pileta",70.000,Misiones 2100,340,3,2
BORGEM 2,293.600,Güemes 3800,135.85,4,2
Venta terreno en Los Domingos | Etapa 1,23.500,Los Domingos S/N,,,
Casa en Esquina con Doble Terreno,110.000,Balcarce 3100,477,7,2
Venta casa con patio verde,Solicitar precio,Obispo Boneo Santa Fe 1500,175,3,1
SE VENDE PROPIEDAD CON GRAN TERRENO EN SANTO TOME,Solicitar precio,Rivadavia 1400,2001,5,2
Lote en Santo Tome,18.500,Santiago del Estero 3000,,,
Venta Lote en Santo Tomé,25.000,Castelli 3900,,,
VENTA CASA DE 4 DORMITORIOS EN SANTO TOME,75.000,Tierra del Fuego 3800,253,6,2
PROPIEDAD A MINUTOS DE COSTANERA SANTA FE,43.000,Matheu 1000,125,3,1
Casa interna en venta A ESTRENAR en B° Candioti,Solicitar precio,Mitre 3900,117,4,1
Venta de dptos de 1 dormitorio - Candiotti Sur,85.000,Sarmiento 2700,46,2,1
Se vende departamento de 1 dormitorio - a estrenar,60.000,Pedro Ferré 2900,37,2,1
OPORTUNIDAD EN TEMBE I PORÁ,35.000,Calle 16 0,115,3,2
CASA CON PILETA A LA VENTA CON GRAN TERRENO,70.000,Calle los Alisos 5700,1076,3,1
REMAX VENDE TERRENO EN LA CIUDAD DE RECREO (675m2),16.000,Avenida Mercedes Clucellas S/n S/N,,,
BORGEM 3,87.500,Avellaneda 3200,46.5,2,1
BORGEM 1,90.000,Sarmiento 3900,45.93,2,1
BORGEM 2,139.800,Güemes 3800,79.6,3,2
Departamento a la venta en Iturraspe y P. Vittori,44.500,Iturraspe 2400,40,1,1
Venta terreno en esquina Santo Tomé,18.000,Libertad Esquina Zavalla Santo Tomé S/N,,,
Interno venta Santo Tomé 2 dorm.,23.000,Córdoba 1400,202,2,1
Venta de Terreno en Rincon a 1 cuadra de la ruta 1,22.000,Rosaura Schweizer S/N,,,
VENTA DE TERRENO EN ESQUINA BARRIO BELGRANO,20.000,Gobernador Freyre 6800,,,
Venta casa en Barrio Ciudadela,45.000,Pasaje Marsengo 5500,99.18,4,1
VENTA CASA EN LAS PALTAS DE FIN DE SEMANA,59.000,Calle los Urunday 5900,52,3,1
"Casa en Venta, Zona Norte. Aristóbulo 10.200",45.000,Pedro Espinosa 100,70,3,1
SE VENDE HERMOSO LOTE EN COUNTRY UBAJAY,55.000,Calle Desconocida  S/N,,,
"CASA TRES DORMITORIOS, GRAN PATIO VERDE.",Solicitar precio,Juan Larrea 1000,167,4,1
Piso de 3 dormitorios + cochera en B° Candioti,220.000,Balcarce 900,105,5,2
Duplex de 2 dormitorios en Venta,27.000,Padre Genesio 1900,45,3,1
DÚPLEX DE 2 DORMITORIOS AL FRENTE EN VENTA,30.000,Padre Genesio 1900,45,3,1
Venta de campo en zona norte,250.000,Avenida Peñaloza S/N,,,
Semipiso de 2 dormis en venta en B° Constituyentes,Solicitar precio,Obispo Gelabert 3200,90,4,2
SE VENDE CASA QUINTA SOBRE EL RIO,90.000,Remedios de Escalada de San Martín 800,180.65,6,3
SE VENDE CASA 2 DORMITORIOS EN SANTO TOME,60.000,Arenales 2400,276,4,1
SE VENDE LOCAL COMERCIAL EN SANTO TOME,70.000,Arenales 2400,238.68,,1
"Terreno en venta en loteo ""El Carmen""",Solicitar precio,Ruta Nacional 11 7500,,,
Terreno en venta,18.000,Pasaje Boedo 4300,,,
"Venta, casa en Zona Av. Peñaloza 6400",54.000,Angel Cassanello 4000,147,4,1
"Casa en PH de 3 dormitorios, Cochera y Terraza",75.000,Pasaje Ramon Lassaga 4500,145,5,1
VENTA terreno Brisas de Lujan calle Laprade 3100,22.400,Laprade 3100,,,
VENTA MONOAMBIENTE EN  B° CONSTITUYENTES,54.000,Gobernador Crespo 3200,36.87,1,1
Casa de dos dormitorios cochera y patio,52.000,Ángel Cassanello 3500,106,4,1
VENTA PLAN PILAY 2 DORMITORIOS SIN ADJUDICAR,36.000,Dentro de los Boulevares 0,73,3,1
VENTA LOCAL COMERCIAL,310.000,Mendoza 2800,363,,2
Venta Cochera en Portales VI,20.000,Hipólito Irigoyen 2700,12.42,,
Venta Casa en Barrio el Pozo,Solicitar precio,Guillermo Estevez Boero y Rector Martinez 1100,172.85,6,2
Venta 2 dptos 1 dorm,45.000,9 de Julio 6800,55,2,1
CASA 2 DORMITORIOS y COCHERA BARRIO ROMA,58.000,Juan de Garay 4000,88.5,4,1
Casa 3 Dormitorios Padre Genesio 2700,65.000,Padre Genesio 2700,228,4,1
SOFIA II  VENTA SEMIPISO 140 m2,250.800,Rivadavia 2500,119,3,2
"VENTA DE TERRENO EN SANTOMÁS, ETAPA Nº1: ""CIELO""",85.000,Calle Desconocida  S/N,,,
Departamento de dos dormitorios en barrio Recoleta,110.000,Junín 2600,75,3,1
DPTO NUEVO DE DOS DORMITORIOS CAM96 - OPORTUNIDAD,Solicitar precio,9 de Julio 2900,77,3,2
VENTA DPTO 1 DORMITORIO TORRE LYON - OPORTUNIDAD,Solicitar precio,Catamarca 3100,50,2,1
Venta de cochera en microcentro,10.500,San Jerónimo 2600,12,,
GRAN OPORTUNIDAD TERRENO EN SANTOMÁS PUEBLO VERDE,87.700,Santomás Pueblo Verde 0,,,
VENTA PLAN PILAY –  2 DORMITORIOS SIN ADJUDICAR,22.000,Entre Bvs 1000,57,3,1
REMAX VENDE 3 HECTAREAS EN ZONA NORTE,280.000,Doctor Zavalla 10100,,,
DEPARTAMENTO EN VENTA,53.000,Castelli 900,50,2,1
VENTA DEPARTAMENTO 1 DORMITORIO ZONA SUR,92.000,Monseñor Zazpe 2400,55.2,2,1
Se vende casa de dos dormitorios patio y cochera!,30.000,Florencio Fernández 6100,367,4,1
SE VENDE LOTE EN ARROYO LEYES,19.000,"Kilometro 12, 5 Arroyo Leyes S/N",,,
Venta - Dpto 1 dorm B° Centro - PRECIO INCREÍBLE,44.500,San Martín 1800,34.25,2,1
VENTA DEPARTAMENTO 1 DORMITORIO ENTRE BVS.,78.000,La Rioja 3300,46,2,1
VENTA DEPARTAMENTO AMOBLADO EN PUERTO AMARRAS,124.000,1° de Enero 0,53,3,1
SE VENDE  CASA  C/ PATIO Y COCH. EN CONSTITUYENTES,Solicitar precio,4 de Enero 2800,250.47,8,2
Venta terreno dentro de Boulevares,145.000,Gobernador Crespo 3500,,,
"Casa amplia con local comercial,  Dpto interno 2 d",45.000,Juan Díaz de Solís 4600,485,5,3
"Se Vende Lote en los Urunday 6100,Colastine Norte",Solicitar precio,Calle los Urunday 6100,,,
Casa 2 dormitorios en Santo Tomé.,39.000,La Rioja 3300,244,4,1
VENTA DEPARTAMENTO PISO EXCLUSIVO - ZONA CENTRO,170.000,Lisandro de la Torre 2500,160.5,4,2
Dpto de categoría en pozo en barrio Candioti Norte,69.500,Mitre 4100,61,3,1
SE VENDE LOTE SOBRE RUTA 11 A METROS DE ACCESO AUT,88.000,Ruta Nacional 11 Esquina Tomás Lubary S/N,,,
VENTA DEPARTAMENTO 1 DORMITORIO ZONA UNL ABOGACÍA,55.000,1º de Mayo 3900,35,2,1
Venta Amplia casa en zona norte,34.000,Misiones 5800,269,4,1
VENTA LOTE EN BYGGER SOUL,29.500,Calle Canillitas S/N,,,
VENTA LOTE 1 HECTAREA CON EXCEPC. PARQUE Y QUINTA,134.500,Calle Corondaes 5600,9491,3,1
Terreno en venta en zona Norte de Santa Fe,12.000,Larrechea S/N,,,
SE VENDE DEPARTAMENTO BARRIO CANDIOTI 2 DORMITORIO,175.000,Necochea 2800,97.94,4,2
DEPARTAMENTO PILAY ADJUDICADO A ESTRENAR,14.300,Eva Perón 2200,53,2,1
Venta departamento de un dormitorio en el centro,95.000,Irigoyen Freyre 2700,53,2,1
Departamento interno,39.500,San José 1900,34,1,1
CASA + TALLER EN VENTA EN BARRIO CENTENARIO,42.000,Vera Mujica 400,135,5,1
CASA EN GUADALUPE,Solicitar precio,Riobamba 6700,331,6,4
TERRENO IDEAL DESARROLLADORAS¡¡¡,620.000,San Jerónimo 2900,546,6,6
VENTA LOTE EN BV PRINCIPAL - BRISAS DEL LUJAN,37.500,Laprade 3100,,,
SE VENDE CASA INTERNA MUY GRANDE EN BARRIO ROMA,85.000,Roque Saenz Peña 2800,200,6,2
SE VENDE COCHERA A ESTRENAR!,10.000,Eva Perón 2300,6,,
Casa-TACUARÍ 7478 a 20m de Javier de la Rosa-,115.000,Tacuarí 7400,94,5,2
Terrenos en venta. Zona en crecimiento,15.000,Obispo Gelabert 3800,,,
Venta/ permuta casa 3 dormitorios y patio verde,89.000,Avenida 7 de Marzo 2300,179,5,1
OPORTUNIDAD TERRENO EN ALTOS DE LA RIVERA,160.000,Country Altos de la Ribera 0,,,
VENTA DEPARTAMENTO 1 DORM - 2do PISO. contrafrente,52.500,1º de Mayo 3900,40,2,1
TERRENO EN SANTOMAS,90.000,Autopista Rosario - Santa Fe S/N,,,
SE VENDE EXCELENTE Y GRAN CASA EN SANTO TOMÉ,95.000,Zavalla 2300,250,6,2
DPTO EN PB INTERNO EN VENTA B° SUR,69.000,1 de Mayo 1300,59.4,3,1
SE VENDE CASA con COCHERA,55.000,Alberti 2700,180,5,1
CASA 2 DORMITORIOS EN ZONA NORTE,29.000,Calle Río Negro 6800,141,5,1
VENTA CASA DE 4 DORMITORIOS Y COCHERA DOBLE,167.000,San Lorenzo 2000,238,6,2
SE VENDE LOTE EN RECREO,14.000,Crucero Belgrano S/N,,,
Se vende casa de cuatro dormitorios en Santo Tome.,97.000,Avenida Ejercito Argentino 2700,214,5,2
Vendo propiedad de 2 plantas con patio.,45.000,Zavalla 1900,231,3,2
"DEPTO 3 DORM,HIPOLITO IRIGOYEN3867",17.500,Hipolito Irigoyen 3800,50,2,1
CASA de 3 Dorm. + escritorio en Bº Constituyentes.,190.000,Obispo Gelabert 3300,229,7,3
RINCÓN DE MOLINARI,90.000,Calle Camino Real Santa Rosa 0,315,6,2
VENTA DE COMPLEJO - IDEAL PARA EMPRENDIMIENTO,69.000,Caferatta 9700,550,9,4
DEPARTAMENTO DUPLEX DE 2 DORMITORIOS A ESTRENAR,175.000,Regimiento 12 de Infantería 0,148.5,3,1
"SE VENDE PROYECTO DE LOTEO EN RUTA 1 KM 6,5",59.000,"San Jose del Rincon Km 6,5 200",100,3,1
VENTA EDIFICIO EN CONSTRUCCIÓN - GUADALUPE OESTE,195.000,Javier de la Rosa 2100,669,,
SE VENDE CASA ZONA NORTE - CHICLANA 8656,24.000,Chiclana 8600,296,3,1
VENTA /PERMUTA  CASA  PLANTA ALTA  CASTELLI  1300,52.000,Castelli 1300,55.34,3,1
Venta de casa en Santo Tome con patio verde,87.000,Aristóbulo del Valle 2400,163,6,1
VENTA CASA  B°  CONQUISTADORES SAUCE VIEJO,50.000,Calle 16 3200,98,3,1
VENDO - CASA ANTIGUA IMPERDIBLE – 22 HABITACIONES,100.000,Avenida General López 3700,455,23,3
SE VENDE LOTE SANTO TOME -  ZONA RICHIERI,15.000,Pasaje Rosario 2100,,,
Salon en zona av. A.del Valle/ Galicia,150.000,Rivadavia 6700,148.14,,2
VENTA CASA 2 DORM + DPTO 1 DORM,150.000,9 de Julio 4600,163,3,2
Casa en venta a terminar en Aires del Llano,175.000,Aires del Llano 0,122.43,5,1
VENTA. Casa con patio y pileta en Fomento,128.000,Pasaje San de León 4900,146,5,1
Monoambiente increíble en venta,Solicitar precio,Francia 2600,36.4,1,1
Casa 2 dormitorios cochera patio Recreo Sur,40.000,Heroes de Malvinas 3800,263,5,1
VENTA PLAN PILAY AVANZADO 2 DORM S/ADJUDICAR,47.000,Bv 0,88,3,1
Venta Terreno 400 m2 con construcción de 4x4.,19.000,J. Mantovani 6500,,,
"Casa 3 Dormitorios, Sauce Viejo",Solicitar precio,9 de Julio 2300,200,3,2
PH EXCELENTE ZONA APTO CREDITO,48.000,Rivadavia 2500,107,4,1
CASA 3 DORMITORIOS,Solicitar precio,Santiago del Estero 2100,414.97,9,2
Venta Terreno de 7.000m2 Sobre Ruta N° 1 - Rincón,39.000,Ruta Prov. N° 1 y Callejon Ochoteco S/N,,,
Gran terreno de 4.000m2 en Villa California,49.000,Crepusculo y Arcoiris S/N,,,
VENTA CASA QUINTA - ARROYO LEYES - CON PILETA,62.000,132 0,133.86,5,1
CASA DE CATEGORÍA - SAUCE VIEJO,199.000,Fresnos y Magnolias 0,251,7,3
VENTA DE CASA MODERNA EN SANTO TOME,160.000,Moreno 2900,200,4,2
VENTA O PERMUTA DOS DUPLEX A MTS DEL RÍO,Solicitar precio,Calle 130 0,120,3,3
VENTA TERRENO EN LAGOS DEL LEYES,10.000,Ruta Provincial 1 100,,,
VENTA DTO 1 DORMITORIO EN GARDEN INN,Solicitar precio,Calle 1º de Enero 2400,55,2,1
Oportunidad! Cochera a la Venta en METROPARKING,6.500,Rivadavia 3100,12.5,,
VENTA Local comercial en PB. Barrio Recoleta,280.000,Rivadavia 3300,403,,
VENTA DPTO. 1 DORM. CÉNTRICO C/COCHERA A ESTRENAR,130.000,La Rioja 2400,51,2,1
VENTA. Dpto un dormitorio en Amarras torre II,126.000,Calle 1º de Enero 0,61,3,1
Casa en ochava con amplio terreno y gran potencia,24.000,Calle G Carrasco 9700,128.6,4,1
NEO 19 VENTA DEPARTAMENTO 1 DORMITORIO CON ASADOR,90.000,Juan de Garay 2400,50,2,1
VENTA TERRENO EN VILLA CALIFORNIA 929 m2,33.500,El Amanecer Terreno N5 Manzana B 0,,,
Depto en venta de 1 dormitorio con gran balcón,85.000,Saavedra 1800,56,2,1
VENTA TERRENO EL PASO FRENTE A CANCHA DE GOLF,220.000,Club de Campo el Paso 300,,,
SE VENDE TERRENO EN COUNTRY SOLARES DE PAUCKE!,64.000,Autopista Rosario - Santa Fe S/N,,,
LOTE EN VENTA EN COUNTRY SOLARES DE PAUCKE,70.000,Autopista Rosario - Santa Fe S/N,,,
Amplio lote en Country Los Molinos,67.000,Calle Desconocida  S/N,,,
Departamento 1 Dorm semipiso Sofia lV,Solicitar precio,La Rioja 2400,55,2,1
Propiedad a la VENTA dos plantas Urquiza al 7300,59.900,Urquiza 7300,322,7,2
RE/MAX VENDE Loteo San Miguel -  Ángel Gallardo,18.000,Avenida los Quinteros S/N,,,
Oportunidad Quinta Sauce viejo,47.000,1 de Mayo 3900,214,4,1
Interno - PH. Zona UNL Rectorado.  1 cuadra de Bv.,68.000,Candido Pujato 2900,77,4,1
Casa de 2 dormitorios y cochera,48.000,Pasaje Publico 7200,216,4,1
LOTE EN BARRIO CERRADO,29.900,Calle Camino Real Santa Rosa S/N,,,
Terreno a la venta Barrio Privado La Reserva,70.000,La Reserva Barrio Privado Lote 31 S/N,,,
CASA 2 DORMITORIOS EN FARO DEL LEYES,70.000,Los Domadores 0,188,3,2
Se vende casa con gran espacio verde,130.000,Sub. Urb. Lote Ii 0,70,2,1
DEPARTAMENTO DE CATEGORÍA SOBRE BV. GÁLVEZ,320.000,Boulevard Gálvez 1300,107,3,2
TERRENO-LOTE BRISAS DEL LUJAN - CALLE MAURI 3100,26.500,Mauri 3100,,,
TERRENO-LOTE SOBRE LAPRADE 3100 - BRISAS DEL LUJAN,26.000,Laprade 3100,,,
Terreno Sauce Viejo Tembe I Pora,18.000,Pje. Vieyra S/N,,,
TERRENO-LOTE SOBRE BV. MALETTI 3100,36.500,Maletti 3100,,,
CASA CON GRAN TERRENO EN EL NORTE DE LA CIUDAD,35.000,Servando Bayo 8500,161,3,1
VENTA DEPARTAMENTO 2 DORMITORIOS FONAVI CENTENARIO,16.500,10 de Junio 400,57,2,1
VENDO TERRENO EN SANTO TOME,18.000,Tomas Lubary Entre Fidela Valdez y J.g de Artigas S/N,,,
VENTA TERRENO CLUB DE CAMPO EL PASO,160.000,Club de Campo el Paso 300,,,
Venta Casa Muy buen terreno zona Sur,89.000,Francia 1100,142,5,1
Venta Casa buen terreno en barrio Sur,84.000,Francia 1100,96,3,1
VENTA DPTO ZONA TRIBUNALES DE 3 DORM CON COCHERA,95.000,1° de Mayo 1600,87.43,4,1
Departamento  duplex  a metros de Av. Gral Paz.,45.000,Hernandarias 900,46,2,1
QUINTA EN BARRIO JORGE NEWBERY,50.000,Calle Irupe 4200,129,3,1
IMPONENTE LOCAL EN AV FREYRE - OPORTUNIDAD ÚNICA,Solicitar precio,Avenida Gobernador Freyre 2300,1100,,4
Amplia Oficina a la Venta en Pleno Centro !!!,Solicitar precio,Pasaje Bustamante 2200,45.03,,1
VENTA LOTE DE 250m EN BRISAS DE LUJAN - SANTO TOMÉ,23.000,Avenida Lujan 4100,,,
DPTO DE 1 DORM. Y PATIO EN PLANTA BAJA A ESTRENAR,55.000,Alvear 4800,50,2,1
CASA CON GRAN TERRENO Y DEPOSITO A REFACCIONAR,27.000,Roverano 3200,396,4,2
Casa a terminar y estrenar en Portal del Leyes,60.000,Calle Palo Borracho 3200,1140,4,1
"Venta de Lote en La Reserva, Natural y Diferente",95.000,Autopista Santa Fe Rosario (colectora) S/N,,,
SE VENDE CASA SOBRE  AVENIDA SALVADOR DEL CARRIL,Solicitar precio,Salvador del Carril 1700,99,4,1
