Dirección,Precio USD,Terreno m2
Pasaje Avellaneda 0,60.000,27594
Juan de Garay 3000,60.000,700
Calle 15 0,Solicitar precio,722.92
Juan Domingo Peron 6000,60.000,200
Ruta 2 Km 0,60.000,147
Colectora Countrys S/N,Solicitar precio,298
Salvador Caputto 3200,62.000,173.2
Solís 2500,Solicitar precio,450
132 0,62.000,423
Roque Sáenz Peña 2300,62.000,60
1º de Mayo 1600,62.000,184.6
Pedro Zenteno 2400,62.000,675
Pedro Díaz Colodrero 3200,72.600.283ARS,514
Córdoba 3100,63.000,707
Belgrano 2600,63.000,87
Carlos Acuña Ramos Mejía 1700,63.000,160
Entre Boulevares 0,65.000,180
Estanislao Zeballos 3000,65.000,726
Regis Martínez 1700,65.000,296.59
Republica de Irak 3300,65.000,167
Autopista Rosario - Santa Fe S/N,65.000,656
Pasaje Ingenieros 6300,65.000,187
Las Heras 4900,65.000,681
Beruti 5400,65.000,183
Necochea 2700,65.000,810
9 de Julio 1200,65.000,1150
4 de Enero 2200,65.000,976
"Ruta 1 Km 16,2 - Manzana 2 0",65.000,246.76
Pasaje Ingenieros 4900,65.000,1000
Urquiza 1000,65.000,103
Hernandarias 2200,65.000,1000
Alvear 8200,65.000,172.73
Nuevos Aires Barrio 6 S/N,65.000,238
Juan Díaz de Solís 3000,Solicitar precio,150
Seguí 1600,65.000,662
Artigas 3600,65.000,66
Rosaura Schweizer 1500,65.000,900
19 de Marzo 600,65.000,1000
Uruguay 3400,65.000,200
"Autovía 19 Km 6.0,  Comuna San Jose S/N",Solicitar precio,217
Los Zorzales 5800,65.000,757
Rivadavia 1700,65.000,820
Pasaje Andrade 3300,65.000,160
San Jeronimo 1900,65.000,813.24
Obispo Gelabert 3800,65.000,275
Ambere 1500,65.000,339
Rodolfo Walsh 2800,Solicitar precio,436
Facundo Zuviria 7200,65.000,364
Pje Huergo 2900,65.000,210
Regimiento 12 de Infantería 1500,65.000,390
Los Aromos 400,Solicitar precio,500
Alfonsina Storni 2900,65.000,337.2
Pasaje Publico 3800,65.000,172.1
Mendoza 3600,65.000,339
San Lorenzo 2400,65.000,103
Calle 6 0,65.000,950
Alvear 8200,65.000,217.56
Alberdi 2700,65.000,240
Autopista Rosario - Santa Fe S/N,65.754,900
Ayacucho 2900,66.000,2100
Urquiza 2400,66.000,330
Avenida Gobernador Freyre 2700,66.000,389
Sara Faisal 1700,66.000,231
Zavalla 1800,67.000,250
Houssay 3100,67.000,200
Arenales 2400,67.000,303
Belgrano 4700,67.000,193
San Lorenzo 2200,Solicitar precio,625
Sarmiento 2600,Solicitar precio,261
Estados Unidos 2400,68.000,538
Calle Presbitero Martínez 1000,68.000,315
Luis Leon de los Santos 2500,68.000,400
Urquiza 3400,Solicitar precio,134
Cordoba 2000,68.000,345
Frutos 2700,Solicitar precio,576.97
"25 de Mayo, 1600",68.000,77
Lavaisse 4400,68.000,470
Pasaje España 4300,68.000,176
Candido Pujato 2900,68.000,664
Ruta Nacional 80 y Jr Gudiño Laguna Paiva 1600,68.000,512
