Nombre,Precio USD,Dirección,M2 Totales,Ambientes,Baños
Lote en Lagos del Leyes,20.000,"Calle N° 74, Manzaza 33, Lote 15, Lagos del Leyes 0",,,
Excelente oportunidad de inversión!,32.000,Pje Luciano Leiva 7500,100,3,1
VENTA DEPARTAMENTO 2 DORMITORIOS CELESTINO XII,110.000,San Jerónimo 1100,53.23,3,1
CASA DE CATEGORÍA BARRIO SUR,540.000,San Jerónimo 1300,473,8,3
DEPARTAMENTO A ESTRENAR EN ZONA NORTE,45.000,Sarmiento 8900,100,3,1
Interno Único 2 Dorm con Patio - Barrio Roma,42.000,Juan de Garay 3900,88,4,1
CASA QUINTA,60.000,Palma Real 3000,486.36,3,1
Casa al frente 2 Dorm - Barrio Roma,46.000,Juan de Garay 3900,103,5,2
COCHERA CON PORTON AUTOMÁTICO EN VENTA,18.000,Tucumán 3500,12.5,,
Departamento de 1 dormitorio,69.000,Tucumán 3500,41,2,1
VENTA TERRENO CON MEJORAS EN BLAS PARERA,30.000,Blas Parera 6300,,,
CASA QUINTA AL RIO EN SAUCE VIEJO A TERMINAR,90.000,Mejico 100,643,4,2
"Local comercial /Vivienda,  Barrio Centenario.",46.500,Malvinas Argentinas 3500,207,,1
"VENTA DE LOTE N°4, MANZANA 8, JARDINES DE LA COSTA",23.000,Boulevard los Pinos S/N,,,
VENTA DPTO PREMIUM BV GALVEZ TORRE PRAGA 2 DORM.,Solicitar precio,Bv Galvez 2000,99,3,2
LOTE EN BARRIO LOS DOMINGOS ETAPA 2,28.000,Calle Desconocida  S/N,,,
AMARRAS CENTER 3 - GRAN OPORTUNIDAD DE INVERSIÓN!,Solicitar precio,Amarras Center 3 - Puerto Santa Fe - Sara Pinasco de Julierac 1800,81.5,3,2
HERMOSO TERRENO A 300MTS DE LA RUTA AL ESTE,25.000,Calle Montenegro S/N,,,
Gran Casa a un Paso de la Av. 7 de Marzo,85.000,Centenario 2000,184,5,2
Se vende casa en Santo Tome,55.000,Uruguay 2900,270,5,1
VENTA CASA P.A 2 DORM Y PATIO SOBRE BV PELLEGRINI,77.000,Bv Pellegrini 3000,70.68,3,1
CASA INTERNA NO PH SOBRE AVENIDA FREYRE,125.000,Avenida Gobernador Freyre 2900,124,5,2
Venta Terreno en loteo El Carmen  -  Sauce Viejo,15.000,Ruta 11 Km 445 S/N,,,
DPTO. 2 DORM 2 BAÑOS EN VENTA EXCELENTE CALIDAD,125.000,Corrientes 3200,87,3,2
VENTA. Dpto.de un dormitorio a estrenar torre Niza,95.000,Francia 2400,51,2,1
Se vende departamento 2 dormitorios zona boulevar,153.000,Chacabuco 1800,74,3,1
DEPARTAMENTO TIPO LOFT EN BARRIO MARIA SELVA,57.400,Mitre 6700,41.77,1,1
Casa en Faro del Leyes - Venta o Permuta,80.000,Calle 90 0,136,3,1
Venta Dpto. de 1 Dorm. A estrenar Zona Sur,65.000,Pasaje Andrade 3300,61.9,2,1
Venta Dpto. de 1 Dorm. A estrenar Zona Sur,60.000,Pasaje Andrade 3300,61.9,2,1
CASA EN CANDIOTI SUR¡¡¡ IMPECABLE¡¡,150.000,Necochea 2800,107,3,1
CASA INTERNA (NO PH) BARRIO SUR,79.000,4 de Enero 1300,85,4,1
Casa quinta en venta - Lomas de San Jose,80.000,Ruta 1 Km 0,161,3,1
Venta Casa en Guadalupe con amplio terreno,400.000,Obispo Boneo 500,1094,9,3
DPTO DE 1 DORMITORIO GARDEN INN 3 PISO 3,130.000,Calle 1º de Enero 2400,55,2,1
CASA EN VENTA EN BARRIO MARIANO COMAS,75.000,Mariano Comas 2500,82,3,1
PLAN DE AHORRO DPTO 1 DORMITORIO SIN ADJUDICAR,35.000,Juan de Garay 2500,60,3,1
OPORTUNIDAD DEPARTAMENTO INTERNO 2 DORM CON PATIO,25.000,Ayacucho 2100,64,3,1
TERRENO A LA VENTA CON MEJORAS - SANTO TOMÉ,19.000,Roverano 1900,,,
Venta Hermosa Casa media cuadra de Bv. Pellegrini,250.000,Pasaje Lassaga 3500,395,7,3
Venta Departamento de 1 dormitorio con balcón,69.000,Pedro Zenteno 2400,48.85,2,1
Venta Departamento de 1 dormitorio en 1er piso,62.000,Pedro Zenteno 2400,45.3,2,1
Venta Dpto de 1 dormitorio en 1er piso al frente,63.500,Pedro Zenteno 2400,44.5,2,1
Venta Departamento de 2 dormitorios en PB y patio,93.000,Pedro Zenteno 2400,108.85,3,1
Venta Departamento 2 dorm. al frente en Candioti,175.000,Laprida 3400,79,3,2
"INTERNO DOS DORMITORIOS, FRANCIA 2600",45.000,Francia 2600,46.7,3,1
VENTA DPTO INTERNO 2 Dorm Y PATIO SECO ESPORA 1800,50.000,Espora 1800,47,3,1
Venta CASA un dorm en Barrio San Lorenzo,15.000,Roque Sáenz Peña 1400,125,2,1
TERRENO EN SANTO TOMÉ,11.000,3 de Febrero 3400,,,
Casa en venta en B°Adelina OESTE  Sauce viejo,Solicitar precio,Calle 9 1900,110,4,1
Se vende predio en Sauce Viejo - Parque Industrial,Solicitar precio,Ruta Nacional 11 0,900,,1
DPTO 2 DORM PB LAVADERO y COCHERA,69.000,Padilla 3300,56,4,1
VENTA  DE IMPORTANTE TERRENO - ZONA RUTA 1,34.000,Calle Las Diamelas S/N,,,
IMPORTANTE TERRENO EN LAGUNA PAIVA,24.000,Colon S/N,,,
TERRENO CON GALPON Y BAÑO EN CONSTRUCCION,18.000,General Juan Jose Valle 5000,,,
"Oportunidad en Barrio Roma: Casa, Depto y Local.",160.000,Gobernador Vera 3800,314,5,3
Semipiso de dos dormitorios a estrenar CAM 113,165.000,Francia 2400,80,3,2
Se vende terreno en Sauce Viejo (zona Fiat),12.000,Calle 18 S/n S/N,,,
Se Vende casa en Santo Tome con local comercial,30.000,12 de Septiembre 3800,281,5,1
CASA A ESTRENAR EN VENTA BARRIO SARGENTO CABRAL,158.000,Agustín Delgado 1800,137.5,4,1
VENTA CASA MODERNA 3 DORM. DOBLE COCHERA Y PILETA,168.000,Avenida Ángel V. Peñaloza 5900,219,6,2
TERRENO EN BARRIO LAS MERCEDES- RECREO,15.000,Antonie de Saint-exupery S/N,,,
Departamento y cochera en venta cerca de Boulevard,60.000,Pasaje Maipú 3100,42,2,1
CASA CON COCHERA EN PLENO CENTRO DE LA CIUDAD!,Solicitar precio,Francia 1900,95,5,1
VENTA QUINTA 2 DORMITORIOS  C/PILETA APTA CRÉDITO!,79.000,Ruta 1 Al Este Por Calle 36 0,110,3,2
VENDE MAGNÍFICO SEMIPISO CÉNTRICO,160.000,Crespo 2600,103,4,1
AMARRAS CENTER SEMIPISO 3 DORMITORIOS C/VISTA RIO,350.000,Amarras Center 4 - Puerto Santa Fe - Sara Pinasco de Julierac 1700,140,5,2
VENTA!!!!!!! De Excelente Propiedad En B. Candioti,168.000,Domingo Silva 1300,266,7,2
"Casa 2 Dormitorios, Local y Patio,Zona E.Encendida",65.000,Juan Castelli 3700,88,5,1
"Casa zona norte, 4 ambientes. A remodelar/demoler",23.000,Pasaje Alfonso 6400,81,4,1
Casa en venta en Candioti sur,320.000,Mitre 3000,297,8,3
Gran Terreno en venta en Santo Tomé,24.000,Corrientes 4700,,,
LOTE SOLARES DE PAUCKE,65.000,Autopista Rosario Km 155 S/N,,3,1
Se vende terreno de 9 x 26 en Santo Tome,11.500,3 de Febrero 3400,,,
Gran Opurtunidad departamento JJ.Paso y 1° de Mayo,56.000,Juan José Paso 2900,58.73,4,1
Departamento a estrenar en Venta CAM 113,110.000,Francia 2400,52,2,1
DUPLEX EN POZO DE 2 DORMITORIOS Y 2 BAÑOS,Solicitar precio,Castelli 1400,80,4,1
CASA PLANTA ALTA BARRIO SUR apta credito,149.000,Amenábar 2700,140,7,1
VENTA CONSULTORIO ZONA CENTRO,8.000,Eva Peron 2800,9,1,1
CABAÑA CON PILETA ARROYO LEYES,56.000,Calle 40 0,3009,3,1
Casa con gran potencial en Santo Tomé,68.000,Cordoba 2000,315,6,2
LOTE EN VENTA ARROYO LEYES,24.000,Calle 112 S/N,,,
VENTA TERRENO EN BARRIO PRIVADO LA RESERVA,72.000,Calle Desconocida  S/N,,,
Venta 8 Hectareas Recreo Sur,120.000,Presidente Roca 700,8,,
GRAN TERRENO EN RIO GRANDE SOBRE AV. PRINCIPAL-,98.000,Av. Eucaliptus 800,,,
Local Comercial dos plantas,39.000,Gerenal Urquiza y Castelli 6600,32,,1
SE VENDE CONSULTORIO EN ESQUINA ESTRATÉGICA,80.000,Juan P. Lopez 3400,193,8,2
VENTA CASA A REFACCIONAR / DEMOLER EN MARIA SELVA,72.000,Pedro de Vega 1800,164,4,1
VENTA DEPARTAMENTO TIPO DUPLEX CON COCHERA,97.000,Velez Sarsfield 4700,169,3,2
VENTA CASA A REFACCIONAR O DEMOLER,79.000,Alberdi 6300,185,3,1
VENTA CASA EN PLANTA ALTA Y 3 DPTOS EN GUADALUPE,Solicitar precio,Cardenal Fasolino 800,283,8,5
DPTO DE DOS DORMITORIOS EN PLENO CENTRO,107.000,Eva Peron 2400,70,3,1
REMAX VENDE CASA DE CATEGORIA EN COLASTINE NORTE,235.000,Los Zorzales 5900,311,5,3
"VENTA CASA 2 DORMIOTORIOS,  JARDIN ZONA NORTE",56.000,Beruti 4900,172,4,2
VENDO CASA EN SAN LORENZO 4300 IMPECABLE!!!,69.000,San Lorenzo 4300,90.78,4,1
Se VENDE Fondo De Comercio Av 7 de Marzo 2200,60.000,Avenida 7 de Marzo 2200,306,,2
Casa con ubicación privilegiada,58.000,Necochea 4800,108,4,1
Dpto en venta 2 dormitorios IMPECABLE en el centro,80.000,9 de Julio 1900,95,4,1
SE VENDE CASA A ESTRENAR!!!!,60.000,Mosconi 4700,110,3,2
"Casa interna en venta de 2 dorm, terraza y jacuzzi",Solicitar precio,Junín 2400,90,5,2
Se vende propiedad sobre Av. Candioti - Santo Tome,Solicitar precio,Candioti 2300,425,8,2
TERRENO EN VENTA EN LOS MOLINOS CON MEJORAS!,Solicitar precio,"Country los Molinos Lote N°12 Manzana ""21"" 0",,,
CASA QUINTA EN VENTA EN SAUCE VIEJO,70.000,Algarrobos 0,1287,8,2
INTERNO ZONA CENTRO 3 DORM,140.000,25 de Mayo 2500,156,4,2
Venta dpto 2 dorm + cochera Barrio Constituyentes,169.000,Gobernador Crespo 3100,64,4,2
Casa KM 0.5 Corondas y Callejón de los Canillitas,100.000,Corondás y Callejón de los Canillitas 0,501,5,1
Terreno en country Altos De La Ribera sobre el bv,Solicitar precio,Camino Viejo 0,,,
PA. 100 m. Bv Pellegrini y FCJS-UNL,110.000,1 de Mayo 3500,109.81,6,2
VENTA DE ESPECTACULAR QUINTA EN ARROYO LEYES,120.000,Calle 14 y 17 700,142.096,3,1
"CASA DE 2 DORMITORIOS, QUINCHO Y PILETA",70.000,Dorrego 6100,190,4,1
"VENTA BARRIO LOS HORNOS, CASA A MODERNIZAR",75.000,Saavedra 5800,84,4,1
Departamento de 1 dormitorio tipo duplex interno,53.000,Martín Zapata 1700,56,2,1
Lote en Country Aires del LLano,180.000,Aires del Llano S/N,,,
VENTA DEPARTAMENTO 2 DORMITORIOS y COCHERA CENTRO,123.000,Eva Perón 2300,59,3,1
TERRENO INTERNO Y COCHERA EN BARRIO ROMA,32.000,La Rioja 3800,24,2,
VENTA DPTO 1 DORMORMITORIO CON  AMENITIES,103.000,Eva Perón 2900,57,2,1
CASA SUSTENTABLE A ESTRENAR EN RUTA 1 KM 8,55.000,Callejon Villalba 9900,390,3,1
CASA DE CATEGORIA EN COLASTINE A METROS DE RUTA 1,Solicitar precio,Calle los Algarrobos 5900,1000,6,3
"Casa de dos/tres dormitorios, patio y garage",24.000,Alberti 5500,91,4,1
"Casa con gran terreno y parque, RUTA 1 KM 17",95.000,Calle 98 0,875,5,1
"VENTA DPTO 1 DORM - SOFIA II - PISO 3 ""A""",145.200,Rivadavia 2500,66,2,1
"VENTA SEMI PISO - 2 DORM - SOFIA II - PISO 12 ""A""",259.600,Rivadavia 2500,118,3,2
"VENTA SEMI PISO - 2 DORM - SOFIA II - PISO 12 ""B""",250.800,Rivadavia 2500,114,3,2
VENTA PISO EXCLUSIVO - SOFIA II - PISO 13,523.600,Rivadavia 2500,238,4,2
VENTA PISO EXCLUSIVO - SOFIA VII - PISO 19,525.000,Bv Galvez 1500,211,4,2
"SE VENDE COCHERA SOBRE SAN MARTIN, CENTRO / SUR",17.000,San Martín 1800,12,,
"VENTA SEMIPISO 2 DORM - SOFIA VII - PISO 12 ""A""",300.000,Bv Galvez 1500,120,3,2
"VENTA SEMIPISO 2 DORM - SOFIA VII - PISO 4 ""B""",250.000,Bv Galvez 1500,100,3,1
"CASA CON PILETA,  4 DORMITORIOS Y GRAN JARDIN",100.000,Los Naranjos 3000,713,6,2
"VENTA SEMIPISO 2 DORM - SOFIA X - PISO 6 ""A""",350.000,Bv Galvez 1400,140,3,2
VENTA PISO EXCLUSIVO - SOFIA X - PISO 17,700.000,Bv Galvez 1400,280,4,2
"VENTA DPTO 1 DORM - SOFIA VI - PISO 4 ""B""",132.000,4 de Enero 3000,59.47,2,1
"VENTA DPTO 2 DORM - SOFIA VI - PISO 5 ""A""",233.200,4 de Enero 3000,106,3,2
VENTA DE COCHERA EDIFICIO PILAY 75,10.000,25 de Mayo 2900,11,,
CASA EN SANTO TOME CON EXCELENTE TERRENO.,Solicitar precio,Juan Diaz de Solis 3400,190,2,1
Cochera en Edificio CAMPANARIO XXII Urquiza 3060,14.000,Urquiza 3000,12,,
QUINTA EN ARROYO LEYES CALLE 4,75.000,Calle 4 Entre Calle 25 y Calle 27 0,93,2,1
"Santo Tomé, Casa en venta de 3 dorm y patio verde!",60.000,Pje. Paraná 3800,131,4,1
SE VENDE  DUPLEX 2 DOR Y PATIO PSJ ALFONSO 3000,38.000,Pasaje Alfonso 3000,64,3,1
"VENTA DPTO 1 DORM - SOFIA VI - PISO 16 ""B""",132.000,4 de Enero 3000,60,2,1
Cochera en Edificio Campanarios 27 1 de Mayo 3050,10.000,1º de Mayo 3000,17,,
"VENTA  LOTE EN RUTA 1 KM 6,5  SAN JOSÉ DEL RINCÓN",22.000,Los Lapachos S/N,,,
"VENTA LOTE EN RUTA 1 KM 6,5 , SAN JOSÉ DEL RINCON",22.000,Saavedra S/N,,,
"VENTA LOTE EN RUTA 1 KM 6,5",21.000,Luis Leon de los Santos 2500,,,
"VENTA LOTE EN KM 6,5 FRENTE A SAN JOSE DEL RINCÓN",15.000,Luis Leon de los Santos S/N,,,
VENTA  CASA EN VILLA AÑATI- SAN JOSE DEL RINCON,68.000,Luis Leon de los Santos 2500,538,4,2
VENTA IMPORTANTE TERRENO EN RECREO,20.000,Santa Fe 100,,,
Venta Departamento a Estrenar sobre Bv Pellegrini,130.000,Bv. Pellegrini 3100,59,2,1
Casa en Venta en Barrio 7 Jefes,205.000,Diagonal Matturo 700,236,7,3
"Venta de lote en  Ruta 1, km 6,5 .",17.000,Calle los Lapachos 3000,,,
SE VENDE TERRENO EN SAUCE VIEJO,Solicitar precio,Sarmiento S/N,,,
"Venta casa 2 dorm, cochera y patio con pileta",Solicitar precio,Las Heras 5300,136,7,1
Galpón en Venta - Barrio Roma,140.000,Lamadrid 2400,389,,1
"Casa interna, amplia c/ losa, z/ Av. A. del Valle",42.000,Juan Larrea 2100,198,6,2
Se vende departamento un dormitorio CELESTINO XVI,78.000,4 de Enero 2700,58,2,1
IMPECABLE CASA - SANTO TOME,75.900,Pasaje Briggiler 2300,233,7,1
Casa + locales + cocheras (Microcentro),Solicitar precio,San Jerónimo 2600,415,,
CASA QUINTA EN SAN JOSE DEL RINCON,32.000,Calle Reduello Pancha 1700,60,3,1
Departamento zona centro 3 dormitorios,70.000,9 de Julio 2900,76,4,1
Departamento 2 Dormitorios y cochera zona Centro,160.000,Eva Perón 2800,80,3,1
Se vende galpón,38.000,Los Chañares 0,131,,1
Dpto 2 dorm. 2 baños y cochera s/ Bv. Galvez,220.000,Boulevard Gálvez 1400,91.46,3,2
VENTA DPTO PILAY 2 DORMITORIOS PARQUE FEDERAL,79.000,Belgrano 4700,73,3,1
Vendo Quinta en Colastiné,69.000,Calle Las Higueras 6400,135.68,4,2
Impecable departamento,80.000,Lisandro de la Torre 3400,70,4,1
"Venta, casa al frente a metros de Av. General Paz.",92.000,Llerena 1300,144,7,3
CASAQUINTA EN VENTA - COLASTINE NORTE,90.000,Felipe Caito 4900,293,5,2
Casa en venta 3 dormitorios en Aires del Llano,295.000,Calle S/n 0,1010,4,4
"Venta casa, Santo Tomé",65.000,Republica de Irak 3300,100,6,1
VENTA  BV. TORRE FENIX - FRENTE A UNL DEPTO 2 DORM,250.000,Boulevard Pellegrini 2700,89.96,3,2
COCHERA TECHADA FRENTE A LA UNL / TORRE FENIX,25.000,Boulevard Pellegrini 2700,,,
Casa Interna con Pileta - Santa Fe,49.900,Bolivia 3600,189,3,1
"CASA EN RUTA 1 KM 7,5 LOMAS DE SAN JOSE ( RINCON)",120.000,Los Eucaliptus 1800,838,4,2
VENTA CASA 2 DORM COCH PATIO VERDE A 400 M DE BV,Solicitar precio,Pasaje Castro Barros 3300,203,2,1
Casa de 4 dorm en venta en Monte Vera,Solicitar precio,P. Celestino Bruna 5700,244,6,3
QUINTA CON PILETA EN SAUCE VIEJO,65.000,Calle 8 0,681,5,1
VENTA CASA EN GUADALUPE,160.000,Javier de la Rosa 400,389,9,3
TERRENO A LA VENTA EN COUNTRY SOLARES DE PAUCKE,Solicitar precio,Autopista Rosario - Santa Fe S/N,,,
TERRENO EN SANTO TOME,15.000,Manuel Dorrego Entre Libertad y General Belgrano S/N,,,
venta terreno en praderas 3,24.000,Praderas 0,,,
COCHERA EN VENTA EN P.B.,11.000,Hipolito Irigoyen 3100,12,,
VENTA CASA CON GALPÓN,35.000,Juan Lavalle 2100,238,5,1
CASA DE 2 DORMITORIOS,25.000,Juan Lavalle 2100,90,5,1
CASA QUINTA EN SAUCE VIEJO,68.000,Estados Unidos 2400,85,3,1
ALQUILER. Dpto. de dos dormitorios barrio candioti,600.000ARS,Chacabuco 2300,61.55,3,1
"VENTA QUINTA A° LEYES KM 16.5, 2 DORMITORIOS",80.000,Ruta 1 0,84,3,2
Dúplex de 2 dormitorios sobre Bv Gálvez a la venta,99.000,Boulevard Gálvez 1200,54,3,1
VENTA DUPLEX DE 1 DORMITORIO Y 1/2 MUY AMPLIO,165.000,Gobernador Vera 3400,76.16,3,1
Venta Terreno 432 mt2 Zona Cuarteles Santo Tomé,16.000,Calle José Pedroni 4800,,,
Casa de Categoría en el Centro de Santa Fe,Solicitar precio,La Rioja 2700,291,6,2
Casa 2 dormitorios en Barrio Guadalupe,150.000,Patricio Cullen 7000,156,5,2
COCHERA EN VTA EXCELENTE UBICACION 9 DE JULIO 2030,15.500,9 de Julio 2000,1641,,
"Casa con patio y pileta, apta crédito.",41.500,Almaraz 4800,432,4,2
CASA EN MONTE VERA - GRAN TERRENO !,120.000,Calle Buenos Aires 1700,134.32,4,1
Oportunidad única para desarrolladores en Santa Fe,360.000,9 de Julio 2100,482,10,3
VENTA CASA 2 DORM COCH PATIO SECO +DTO INT M SELVA,Solicitar precio,Lavalle 6600,155,6,2
Venta casa interna 3 dorm y patio zona Av. Facundo,60.000,Padilla 3300,108,5,2
Departamento en San Martin y Moreno,119.000,San Martín 1900,123,3,2
GALPÓN + LOCAL EN VENTA,260.000,Fray Cayetano Rodríguez 3900,320,,3
Venta casa + depto y local a mts de Av Blas Parera,62.000,Don Guanella 4800,242,6,3
INCREIBLE PROPIEDAD DE 905M2 CENTRO DE SANTA FE,360.000,9 de Julio 2100,905,,
Departamento en Santo Tome. Sarmiento zona urbana.,30.000,Sarmiento 3300,45,2,1
Casa 2 dormitorios con gran terreno.,75.000,Moreno 1800,127,4,1
"VENTA LOTE, LAGUNA PAIVA.",20.000,Av. del Inmigrante 0,,,
DÚPLEX 2 DORMITORIOS | TERRAZA PRIVADA | GUADALUPE,90.000,Piedras 7000,80.6,4,1
VENTA PLAN PILAY PV 2 DORMITORIOS,60.000,Calle Desconocida  0,73,3,1
CASA EN VENTA EN LLAMBI CAMPBELL,39.000,Laprida 200,220.42,3,1
SE VENDE CASA EN LLAMBI CAMPBELL,50.000,Pje. Calcuta 700,281,2,1
CASA ARROYES LEYES A 50 MTS DEL RIO UBAJAY,70.000,Calle Vidal 0,114.33,3,1
IMPONENTE CHALET EN SANTO TOME,Solicitar precio,Juan Lavalle 3700,358,8,3
"EDIFICIO ""DUOMO""  3 DORMITORIOS",365.000,9 de Julio 2400,142.89,7,2
SE VENDE COCHERA CÉNTRICA-EVA PERÓN 2400-STA. FE-,9.000,Eva Perón 2400,12.5,,
Casa Quinta en VENTA Kmt 10 Arroyo Leyes,110.000,Ricardo Supisiche 5400,202,4,2
"SE VENDE CASA 3 DORMITORIOS, 3 DORMITORIOS Y PATIO",50.000,Falucho 3800,121,4,2
VENTA PROPIEDAD 3 DORMITORIOS,99.000,Montevideo 1400,300,2,2
Oportunidad! Casa en venta zona centro Santo Tomé,75.000,Libertad 2100,156.55,5,1
Casa en venta en zona inmejorable,36.000,Castelli 1900,52.01,2,1
Venta casa 2 Dorm. Cochera y patio a mts de Av.,45.000,Chiclana 8700,143,4,1
VENTA DE GRAN TERRENO EN SAUCE VIEJO,35.000,Diagonal 8 S/n S/N,,,
VENTA INTERNO DE 2 DORMITORIOS Y PATIO,26.000,Pedro Centeno 3800,100.54,4,1
Venta Casa 2 dorm Zona Norte,19.000,Pasaje Publico 5700,200,3,1
"DEPARTAMENTO INTERNO 3 AMBIENTES C/PATIO, CANDIOTI",75.000,República de Siria 3900,64,3,1
Departamento 1 dormitorio Premium en microcentro.,145.000,9 de Julio 2600,65.52,2,1
Venta de Galpones en Santo Tomé. Santa Fe,125.000,Av Ejercito Argentino 11100,317,,1
"TERRENO EN VENTA LOTE 25 EN ""BRISAS DE LUJÁN""",36.000,Maletti 3100,,,
Venta Depto Paseo del Molino Entrega Fin 2025,38.000,República de Siria 3500,50,2,1
1 dormitorio con cochera.,112.000,Lisandro de la Torre 3100,90,2,1
VENTA GRAN LOCAL COMERCIAL EN B° CANDIOTI,600.000,Boulevard Gálvez 1700,145,,2
"Excelente casa al frente, Santo Tome",75.000,Rivadavia 1500,146,5,2
CASA 3 DORM . LAS MORAS MONTE VERA,129.000,República de Italia 6300,788,6,1
Venta Lote Lagos del Leyes en Oportunidad,11.900,Ruta Provincial 1 100,,,
Venta Lote Lagos del Leyes en Oportunidad,11.900,Ruta Provincial 1 100,,,
VENTA GRAN LOCAL COMERCIAL BV. GALVEZ  MUNDO 16,600.000,Boulevard Gálvez 1700,145,,2
VENTA GRAN LOCAL COMERCIA BV GALVEZ. P. Puyrredon.,600.000,Boulevard Gálvez 1700,145,,2
VENTA DEPARTAMENTO INTERNO EN ZONA CENTRO - SUR,55.000,Saavedra 2200,85.44,4,1
Cochera en  venta en Palacio Pellegrini¡¡¡¡,22.000,Boulevard Pellegrini 2400,,,
SEMIPISO DE 2 DORM. EN EDIFICIO SOFIA.,Solicitar precio,Rivadavia 2500,118,4,2
Sauce 46 edificio en construcción,117.000,1º de Mayo 3100,50.48,2,1
"Sauce 46 edificio en construcción 2 dor,",192.000,1º de Mayo 3100,72.32,3,1
Sauce 46 edificio en construcción,125.000,1º de Mayo 3100,48.22,2,1
LOCAL COMERCIAL EN BARRIO CONSTITUYENTES,40.000,Saavedra 2700,46,,1
Venta Hectareas sobre Au Santa Fe - Rosario,270.000,Ruta Nacional 19 S/N,88511.65,,
VENTA CASA 4 DORMITORIOS PILETA Y PARQUE COLASTINE,118.000,Los Algarrobos 6600,246,6,2
HERMOSA CASA EN RECREO SUR,45.000,Santa Rosa de Lima 0,341,6,1
Casa y Dpto. 4 Dorm. Z/ Av A del Valle y Galicia,78.000,Espora 2300,205,6,2
VENTA CASA/TERRENO C.DEL ROCIO A 100m DE RUTA1 KM5,Solicitar precio,Del Rocio S/n 0,,2,2
Casa de Categoria 4 dormitorios en Venta Sto tome,Solicitar precio,Mosconi 4500,373,6,3
Se vende Interno único en Barrio Fomento.,Solicitar precio,9 de Julio 5400,102,3,1
VENTA DPTO 1 DORM + COCHERA-SAN TOMÁS POZO PILAY,45.000,San Tomas Cond. Colibri 0,52,2,1
DEPARTAMENTO 3 DORMITORIOS CON COCHERA B. EL POZO,Solicitar precio,Barrio el Pozo Torre Ii 0,93.44,4,1
Casa en venta La Rioja 4200 con cochera y patio,35.000,La Rioja 4200,136,4,1
CASA  QUINTA  SAUCE VIEJO ZONA BALNEARIO,Solicitar precio,Calle Presidente Luis Sáenz Peña 1000,470.05,4,2
CASA FAMILIAR EN VENTA A MTS DE AV LUJÁN!,95.000,Arenales 2500,330,4,2
EN VENTA - COCHERA  PILAY A ESTRENAR - PISO 1,12.000,Belgrano 4700,12.5,,
Terreno de 469 m2 en la mejor zona de Las Mercedes,25.000,Papa Francisco Entre Av. I. Crespo y Dr. Favaloro Las Mercedes S/N,,,
TERRENO GUADALUPE OESTE,50.000,Ayacucho S/N,,,
SE ALQUILA DPTO 2 DORM Y PATIO J.M. GUTIERREZ 1700,650.000ARS,José María Gutiérrez 1700,75.5,3,1
Venta Casa quinta con pileta Altos del Sauce,75.000,Calle Portugal 0,114,4,1
Casa en venta a 100 mts de Av Freyre; con cochera.,140.000,Doctor Zavalla 3300,264,6,2
PILAY ADJUDICADO EN VENTA DE 2 DORM - OPORTUNIDAD,25.000,Crespo 3500,90,3,1
EN VENTA CASA A REFACCIONAR,22.000,Diagonal Cervera 6500,63,3,1
CASA SOBRE TERRENO INTERNO SOBRE RUTA 1,18.000,"Ruta 1 Km 3,5 0",377,1,1
Casa en Venta-Zona Norte-Patio-Pileta-Cochera,67.000,Pasaje P. de Denis 7100,168,5,1
VENTA Terreno-Loteo Brisas del Luján-Mauri 3100,31.025,Maletti 3100,,,
VENTA SALON DE EVENTOS SAUCE VIEJO,Solicitar precio,Malvinas 2400,573,5,6
"CASA moderna, luminosa| 2D y patio| CANDIOTI NORTE",187.000,Domingo Silva 1500,150,4,2
Venta dpto. 2 dormitorios y patio boutique,177.800,San Lorenzo 2200,147.77,3,1
CASA CON PILETA + LOCAL + DOS DEPTOS - B° CANDIOTI,260.000,Republica de Siria 3900,261,10,5
SE VENDE HERMOSA PROPIEDAD,38.000,Calle 27 2900,265,3,1
Venta de mas de Media Ha. en Laguna Paiva con casa,42.000,98 S/N,5348.74,3,1
Se vende lote de 2600m2 en colastine norte!,25.000,Nuestra Señora de Guadalupe Manz 3 S/N,,,
"Propiedad en Venta – Arroyo Leyes, km 21",39.500,Km 21 0,90,3,2
Venta Terreno en esquina - Barrio Nueva Santa Fe,25.000,Pasaje Doldan Esquina Saavedra S/N,,,
Departamento FONAVI 3 dormitorios en Santo Tomé,20.000,Calle Hipólito Irigoyen 3900,75.25,4,1
CASA BARRIO SUR IMPECABLE con piscina y patio,200.000,Saavedra 2400,260,4,3
GALPON MUY BUENA CONSTRUCCIÓN SAUCE VIEJO,113.000,Calle Amapolas 4100,490,,1
"REMAX VENDE, CASA ESTILO MODERNO, SARGENTO CABRAL.",185.000,Mitre 5700,184,6,2
"VENTA - Casa, Santo Tome, Apto Credito",110.000,Falucho 4100,803,4,2
"TERRENO EN CALLE ALBERDI, EN ESQUINA,  SANTO TOMÉ",Solicitar precio,Alberdi 1400,,,
LOTE INTERNO -  GALPON - EXCELENTE UBICACION.,60.000,Mitre 5700,214,,1
Amplia Casa con pileta. en Zona de Alta Demanda.,190.000,Alberdi 6200,244,6,3
SE VENDE COCHERA CUBIERTA - EFID. LATINO 9.,13.000,4 de Enero 2900,12.5,,
¡Venta de Casa Quinta en Arroyo Leyes!,41.000,"Rincon Potrero, Ruta 1, Calle 123 100",175.2,3,1
